,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,-0.04142796384623669,-0.012915523486492763,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
1,True,-0.21481726788932348,0.08974342780679795,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,,-0.0892900264809115,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,0.006929589286752371,-0.14881666788217662,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,-0.43194439887423114,-0.07831798612002606,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,-0.1946666268579215,0.13820770701295482,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,-0.08416745106420598,-0.022579168856289005,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,-0.168620005977641,0.04206209248822007,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,,-0.08202020469628508,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,-0.32107097028619314,-0.0898550386083833,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,-0.213706439046369,0.0955778375381073,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,0.006929589286752371,0.00016835324370563162,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,-0.09932411311011732,-0.05932255692893594,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,-0.15939586245650544,-0.07068016345242481,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
14,True,-0.04761904761904762,0.06306557426108325,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,0.06698602977193958,-0.11311864131619163,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,-0.23756534797989792,-0.0070929542614200074,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
17,True,,-0.05203583149106744,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,-0.08084520834544431,0.10871103889095896,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,-0.1917186369334823,-0.18941090212894976,True,,,,,,1000,random,uniform,Lime,10,1,LEFTIST'>
