,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,-0.18247918455114576,0.13290001820120328,True,-0.17323973216880928,0.12739132719235222,True,0.09008466072778082,0.19695481136124446,1000,random,uniform,SHAP,10,1,LEFTIST'>
1,False,-0.27025398218334246,0.21395045449707498,True,-0.10394383930128556,0.1441001032073852,True,-0.168620005977641,0.022169077210359434,1000,random,uniform,SHAP,10,1,LEFTIST'>
2,False,0.37188795838904387,0.10698954717346296,True,0.28411316075684717,0.1886046379260724,True,0.2471553512275012,-0.19215191288491867,1000,random,uniform,SHAP,10,1,LEFTIST'>
3,False,0.12704247025712678,0.03541957390052761,True,0.002309863095584124,0.21401566585311046,True,0.3256906964773615,0.11475962652987425,1000,random,uniform,SHAP,10,1,LEFTIST'>
4,False,-0.18247918455114576,0.12233073585553737,True,-0.28411316075684717,0.03010602105872456,True,-0.08084520834544431,-0.11522060813502454,1000,random,uniform,SHAP,10,1,LEFTIST'>
5,False,0.12704247025712678,0.15328398388241346,True,0.13166219644829505,0.14941030186660487,True,0.17785945835997752,0.14605405590945056,1000,random,uniform,SHAP,10,1,LEFTIST'>
6,False,0.353409053624371,0.2700918271150698,True,-0.002309863095584124,0.43222214325487657,True,-0.002309863095584124,-0.058969859859055784,1000,random,uniform,SHAP,10,1,LEFTIST'>
7,False,0.279493434565679,0.04529582340099075,True,0.20095808931581877,0.2574891928457823,True,0.2471553512275012,-0.1535470550788162,1000,random,uniform,SHAP,10,1,LEFTIST'>
8,False,0.21019754169815522,0.08351336874442439,True,0.11318329168362205,0.14819837116182416,True,-0.020788767860257112,0.13718117554506784,1000,random,uniform,SHAP,10,1,LEFTIST'>
9,False,0.49662056555058653,-0.10340727064397516,True,0.2471553512275012,0.24581495560085515,True,0.09932411311011732,-0.12794352806903347,1000,random,uniform,SHAP,10,1,LEFTIST'>
10,False,-0.18709891074231402,-0.06571786814375959,True,-0.07160575596310784,0.19793999000062645,True,-0.07160575596310784,0.12256263476905029,1000,random,uniform,SHAP,10,1,LEFTIST'>
11,False,0.12704247025712678,-0.023971553805069296,True,0.15938055359530454,0.1937332280541125,True,-0.011549315477920619,0.042067352543140146,1000,random,uniform,SHAP,10,1,LEFTIST'>
12,False,0.17323973216880928,-0.10896830191827175,True,0.14090164883063153,0.1052300466900094,True,-0.0392676726249301,0.24163543128294845,1000,random,uniform,SHAP,10,1,LEFTIST'>
13,False,0.3256906964773615,0.09642814120104556,True,0.20558275152666447,0.22373314602660366,True,0.23791589884516473,0.32702398605006716,1000,random,uniform,SHAP,10,1,LEFTIST'>
14,False,0.21019754169815522,-0.12942546085610096,True,-0.168620005977641,-0.011534123521966817,True,0.07160575596310784,-0.05322535214039395,1000,random,uniform,SHAP,10,1,LEFTIST'>
15,False,0.2610145298010059,-0.006255238995663456,True,0.20557781550698703,0.20044096475240747,True,0.36264850600670734,-0.0372019173637851,1000,random,uniform,SHAP,10,1,LEFTIST'>
16,False,0.43194439887423114,-0.07362530490034616,True,0.29335261313918365,-0.05181185951798705,True,0.09470438691894906,0.0626989669340928,1000,random,uniform,SHAP,10,1,LEFTIST'>
17,False,-0.06236630358077134,0.010850089157790399,True,0.06236630358077134,0.12028901214386131,True,-0.025408494051425357,-0.021888813431166606,1000,random,uniform,SHAP,10,1,LEFTIST'>
18,False,0.23791589884516473,0.09093520878355081,True,-0.048507125007266595,0.17394841740185912,True,-0.06698602977193958,0.3447842311862629,1000,random,uniform,SHAP,10,1,LEFTIST'>
19,False,0.21481726788932348,0.061861942442986186,True,-0.020788767860257112,0.03932049569663795,True,0.1178030178747903,0.053393456895161305,1000,random,uniform,SHAP,10,1,LEFTIST'>
