,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,transformer,epochs,explanation
0,False,-0.10493204677896918,-0.2644225149831877,True,-0.044037842973141755,-0.5367050314635748,True,-0.18700924529253224,-0.23087482582379637,mutate_both,100,TSEvo'>
1,False,0.22726327678474154,-0.13462712694582252,True,0.03603306399487117,0.08715655321518155,True,0.18786263671558337,0.1813817542654821,mutate_both,100,TSEvo'>
2,False,0.10184266788519111,0.13552284083071467,True,-0.019868220045623015,-0.07626363162640534,True,0.13455547570849294,-0.08012373858502281,mutate_both,100,TSEvo'>
3,False,-0.005282239671142495,-0.04707767038283108,True,0.2181084780575383,-0.22423433200818557,True,-0.1018031645711099,-0.08942530601089653,mutate_both,100,TSEvo'>
4,False,0.045870459584720163,-0.1638559138636258,True,0.06964624753700967,0.0807427693942401,True,0.04073104683543737,-0.11372866231786036,mutate_both,100,TSEvo'>
5,False,-0.21895499444579972,0.24892688426665532,True,-0.16024026914126446,0.22918068412710776,True,-0.2640240716435527,-0.15776313774940984,mutate_both,100,TSEvo'>
6,False,-0.06901022939193534,-0.3116515703505211,True,0.0799596603601756,-0.5034108751695732,True,-0.19656149540792717,-0.1742834684072939,mutate_both,100,TSEvo'>
7,False,-0.2072989195678271,-0.1102362768131737,True,-0.2163265306122449,-0.1937185018748544,True,-0.1983673469387755,-0.008818837822909455,mutate_both,100,TSEvo'>
8,False,-0.14890960588176977,-0.1542627317253488,True,-0.11538092688000355,-0.09918296152011896,True,-0.1496301362328106,-0.19729947895164973,mutate_both,100,TSEvo'>
9,False,-0.1252161419393756,-0.10205378671575349,True,-0.004514889659494172,0.14025126266976304,True,-0.009750240434865073,-0.054867195381628174,mutate_both,100,TSEvo'>
10,False,-0.1487190569229846,0.07983509511847457,True,-0.016663065144422232,-0.11686518759630575,True,-0.2738120964077682,-0.008432383180624375,mutate_both,100,TSEvo'>
11,False,0.018921839492844404,0.035765129415616256,True,0.13691919896979543,-0.03274609793826176,True,-0.07852083139797106,-0.020069045773700944,mutate_both,100,TSEvo'>
12,False,-0.34333198441003115,-0.10110621532231642,True,-0.2829558925796717,-0.07430858109322766,True,-0.20202214975218116,-0.06327330450912731,mutate_both,100,TSEvo'>
13,False,-0.27837403066920946,0.021252960660010513,True,-0.2299695071372855,-0.0704983139996118,True,-0.10823789289777438,-0.03180892785235391,mutate_both,100,TSEvo'>
14,False,0.08595644555768242,0.35136374803491094,True,0.15817906797039433,0.41512836603831366,True,0.07159835772430419,0.21175862359845046,mutate_both,100,TSEvo'>
15,False,0.06055222088835534,0.031963620349644034,True,0.22996398559423767,0.08390927819286684,True,0.1119327731092437,-0.02908694438904586,mutate_both,100,TSEvo'>
16,False,-0.07870348139255702,0.05434230482270711,True,-0.13978391356542613,-0.020213539315615158,True,-0.15130852340936377,-0.09093783168668011,mutate_both,100,TSEvo'>
17,False,0.022617589864619227,-0.028969812401566025,True,0.03899253284516096,-0.06412425059469708,True,-0.039856899336802455,-0.04957288568967794,mutate_both,100,TSEvo'>
18,False,0.07919318102462038,0.019822219416785226,True,0.16972025575561456,-0.14492526995946828,True,0.0707888106915042,-0.127311047382059,mutate_both,100,TSEvo'>
19,False,-0.07015606242496998,-0.03505082246860045,True,-0.08696278511404561,-0.14536342882564815,True,0.10050420168067226,0.008712965087666166,mutate_both,100,TSEvo'>
