,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,transformer,epochs,explanation
0,False,-0.6057637062291541,-0.080641855941274,True,-0.46621345709960904,-0.2019161534844446,True,-0.32901057625037317,-0.18963708002995228,authentic_opposing_information,100,TSEvo'>
1,False,-0.30310451640228564,-0.059175948030954856,True,-0.3792648083880311,0.4552940966248991,True,-0.10958246299588338,-0.06243688903694095,authentic_opposing_information,100,TSEvo'>
2,False,-0.06895723788873293,-0.08066510686291213,True,-0.0311216773369308,0.1389384724741563,True,-0.06247598924318094,-0.016072053641315146,authentic_opposing_information,100,TSEvo'>
3,False,0.05512569948575135,0.004463440834689297,True,-0.20550783871061268,0.13799726937540968,True,0.17080796510231935,0.4091107609674542,authentic_opposing_information,100,TSEvo'>
4,False,-0.2746218487394958,-0.1743757708959962,True,-0.16289288586454578,-0.3733102800635014,True,-0.2382770295291733,0.11155114491830491,authentic_opposing_information,100,TSEvo'>
5,False,-0.3535654261704682,-0.06160185148697017,True,-0.17843246179879718,-0.052042313012623215,True,-0.28599558456481944,-0.0738136169063281,authentic_opposing_information,100,TSEvo'>
6,False,0.1813160474956436,-0.04580397316033253,True,0.06790939010823345,0.054238928495314906,True,0.34675057078840926,-0.2597307139178358,authentic_opposing_information,100,TSEvo'>
7,False,-0.23486758392325402,0.0828038916419165,True,0.020841336918939683,0.03182710412323615,True,0.13973924948204236,-0.10105178529720207,authentic_opposing_information,100,TSEvo'>
8,False,0.03860306196153825,-0.030845370237014207,True,0.06933983959883852,-0.043804976707613894,True,0.2274910003645367,0.31077284040536657,authentic_opposing_information,100,TSEvo'>
9,False,-0.46589818826695184,-0.17591305730042636,True,-0.18165226268305276,-0.27355700650709236,True,-0.28198848075415195,-0.15041794065251526,authentic_opposing_information,100,TSEvo'>
10,False,-0.12892535657237836,-0.20783330134478442,True,0.025496106336057554,-0.1532071751951676,True,-0.24232086663773827,0.24931525868221638,authentic_opposing_information,100,TSEvo'>
11,False,-0.1842421543392101,-0.17539127195701634,True,0.05673793592558204,-0.5111398039531881,True,0.23247660621836705,0.07368760303957615,authentic_opposing_information,100,TSEvo'>
12,False,0.11981943099017305,0.02159644450293808,True,-0.060365941785429866,-0.34322744278847495,True,0.3636843891336996,0.05152058693674129,authentic_opposing_information,100,TSEvo'>
13,False,-0.17561045888516458,-0.22137844859298866,True,-0.11450528549462961,-0.0267332099601148,True,-0.33859156292023396,0.22871387995408063,authentic_opposing_information,100,TSEvo'>
14,False,-0.3631168233639506,0.03282801849419019,True,-0.3374714876046133,0.04433139403546577,True,-0.10916076438384602,0.058904925434108996,authentic_opposing_information,100,TSEvo'>
15,False,-0.06660424021704218,0.055283906047832974,True,-0.35458234301560165,-0.0014661732906795224,True,-0.08478198232808298,0.06887614537640742,authentic_opposing_information,100,TSEvo'>
16,False,-0.2698533536816688,0.025280442548172983,True,-0.4353140432787148,-0.4904048247947479,True,-0.20989128453679334,-0.0812723550068332,authentic_opposing_information,100,TSEvo'>
17,False,-0.22699328224222828,-0.1532316056111685,True,-0.19623384824197676,0.12460804442679095,True,-0.05653218222579405,-0.11361267229437384,authentic_opposing_information,100,TSEvo'>
18,False,0.024346907442594493,-0.2531547298454431,True,-0.11328819094270759,0.0218647102556207,True,0.0953707261952518,0.16654351157878644,authentic_opposing_information,100,TSEvo'>
19,False,-0.25532425755876953,0.02700686279192362,True,-0.15895121014214367,0.20330814749833656,True,-0.020792816160042728,-0.0007632389986009482,authentic_opposing_information,100,TSEvo'>
