,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,False,0.16465786314525807,-2.0437935752248143e-05,True,0.21728691476590636,0.033529102973863495,True,-0.05795918367346939,0.029730050828181014,FO,False,Saliency_PTY'>
1,False,0.39841536614645856,-0.14372609809549594,True,0.22957983193277312,-0.4274843600849044,True,0.26761104441776706,-0.061419374967194414,FO,False,Saliency_PTY'>
2,False,0.11116446578631452,-0.15630692824521808,True,0.13459783913565426,0.008429080456405773,True,0.19202881152460982,-0.1323842575218142,FO,False,Saliency_PTY'>
3,False,0.027226890756302524,0.13598460873491044,True,0.1510204081632653,0.16441260108871733,True,0.14641056422569024,0.2315918519131824,FO,False,Saliency_PTY'>
4,False,-0.018007202881152456,0.09445264004688175,True,0.14785114045618247,0.02017670811306051,True,0.24504201680672266,0.0057134171390341194,FO,False,Saliency_PTY'>
5,False,0.27539015606242495,-0.010868878157483138,True,0.2618550266067275,-0.10471472022213126,True,0.18770708283313325,-0.04636874825327123,FO,False,Saliency_PTY'>
6,False,0.34530612244897957,0.02691002083453127,True,0.15572629051620648,-0.1606375122165488,True,0.021080432172869146,-0.2755949177245348,FO,False,Saliency_PTY'>
7,False,0.2093157262905162,-0.05622138299104858,True,0.16283313325330132,0.13348164132755927,True,0.20758703481392557,-0.02548227699579353,FO,False,Saliency_PTY'>
8,False,0.29536614645858345,-0.02076008151384705,True,0.13478991596638654,0.04921165464801,True,-0.002929171668667467,0.19591667723595477,FO,False,Saliency_PTY'>
9,False,0.0575750300120048,-0.10640920884567981,True,-0.029243697478991592,0.11822012973072912,True,-0.012533013205282113,-0.17253865491497636,FO,False,Saliency_PTY'>
10,False,0.008019207683073229,0.002812443159399481,True,-0.1221128451380552,0.07848266967129573,True,-0.05555822328931572,0.003573667193949289,FO,False,Saliency_PTY'>
11,False,0.4394237695078031,-0.05592584970114837,True,0.2842256902761104,0.11735020633745784,True,0.13018007202881152,-0.013371005227427282,FO,False,Saliency_PTY'>
12,False,0.4096518607442977,-0.08229495546070119,True,0.20240096038415364,-0.3849822664972418,True,0.253109243697479,-0.008122453675036296,FO,False,Saliency_PTY'>
13,False,0.3458823529411765,-0.13964715030119768,True,0.12470588235294117,-0.15080584928873952,True,0.4422088835534213,-0.29848038757933565,FO,False,Saliency_PTY'>
14,False,-0.05104441776710684,-0.10878788072827691,True,0.041152460984393756,-0.016356403994042312,True,-0.023865546218487393,-0.1771367134363868,FO,False,Saliency_PTY'>
15,False,0.3176470588235294,-0.2560600416826948,True,0.29815126050420165,-0.18373461438563699,True,0.05133253301320528,-0.3422255076601608,FO,False,Saliency_PTY'>
16,False,0.3224489795918367,0.03234915607596308,True,0.30919567827130856,0.18821446095044975,True,0.2306362545018007,-0.0245606898318709,FO,False,Saliency_PTY'>
17,False,0.2581992797118847,-0.19934607483390987,True,0.17896758703481394,0.11252477280480032,True,-0.015126050420168066,0.04540969359567092,FO,False,Saliency_PTY'>
18,False,0.26521008403361346,0.19370672665190924,True,0.3746938775510204,0.21064178193230268,True,-0.0010084033613445378,-0.07883580819307442,FO,False,Saliency_PTY'>
19,False,-0.09080432172869149,0.07558308317165277,True,-0.19127679052297006,-0.09117986821966732,True,0.12789470412949128,-0.1760726240310417,FO,False,Saliency_PTY'>
