,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.0168547418967587,0.2237773489987334,True,-0.0474555121148728,0.22924497546296174,True,-0.11807440804778073,-0.10579659398666574,50,NG,dtw,500,1,NativeGuideCF'>
1,False,0.11189047652047465,0.03533810582415138,True,0.07460966510789915,-0.030203436738645194,True,0.047129479375949176,0.3659070192373932,50,NG,dtw,500,1,NativeGuideCF'>
2,False,-0.2496758403678997,0.09039014807366814,True,0.03808288928866021,0.08084306066652316,True,-0.10392543889806517,-0.3081487932702407,50,NG,dtw,500,1,NativeGuideCF'>
3,False,-0.005042501103794858,0.020596078671467292,True,-0.0396838761572875,-0.3475775724747591,True,0.11815323717988882,-0.046285313764555996,50,NG,dtw,500,1,NativeGuideCF'>
4,False,-0.36550929429507295,0.019756921889441042,True,-0.0975363784934034,-0.23802328657731425,True,-0.28773177357074836,-0.103503523500042,50,NG,dtw,500,1,NativeGuideCF'>
5,False,0.3242633221533464,0.03405480972890054,True,0.22286799211843097,0.16104351647336806,True,0.2630770045609721,0.013162254709365249,50,NG,dtw,500,1,NativeGuideCF'>
6,False,-0.3510384863617101,0.20847156909504508,True,,0.08314733128550598,True,-0.27315080707540057,-0.010352691930787347,50,NG,dtw,500,1,NativeGuideCF'>
7,False,-0.038099858564259834,-0.1893616562329271,True,0.06270284540696311,-0.007567277511269326,True,-0.06355326802778981,-0.000968884276368877,50,NG,dtw,500,1,NativeGuideCF'>
8,False,0.22162053482959382,-0.05188100079244545,True,0.30179658692373884,-0.19217037878244975,True,-0.15261497008994065,-0.11837149132409198,50,NG,dtw,500,1,NativeGuideCF'>
9,False,-0.468489673662298,-0.23612574836789102,True,-0.3537848110710866,-0.2506930741751437,True,-0.46873341896740706,-0.14330614711670664,50,NG,dtw,500,1,NativeGuideCF'>
10,False,0.09223552088189284,0.06768487675620456,True,0.21284760625478383,0.10530580861941853,True,0.23291012355118013,0.14876191731625413,50,NG,dtw,500,1,NativeGuideCF'>
11,False,-0.0046601014265719365,-0.13549141956677377,True,-0.04069181348769516,-0.20655365735147846,True,-0.014748980803686439,-0.12092994447558686,50,NG,dtw,500,1,NativeGuideCF'>
12,False,0.005889880711685671,-0.08827958222486015,True,-0.09348911973089317,0.17094321714884514,True,0.16849562720806194,0.03408317601739483,50,NG,dtw,500,1,NativeGuideCF'>
13,False,-0.0005282239671142494,-0.02640413980166998,True,0.0027986469210792586,-0.04583756047455759,True,-0.08710813026858866,0.03055329842119578,50,NG,dtw,500,1,NativeGuideCF'>
14,False,-0.23809863280615737,0.1456581686687898,True,-0.11429971631843847,0.06651159488831898,True,-0.2655782629668819,-0.23634587977776608,50,NG,dtw,500,1,NativeGuideCF'>
15,False,-0.24265772862446106,0.013299678876966635,True,-0.1728111627648643,-0.030608437679476234,True,-0.15772605151973898,-0.19124587190959488,50,NG,dtw,500,1,NativeGuideCF'>
16,False,0.03625450180072028,-0.10902405992862005,True,0.1086220557829484,-0.3831169958008364,True,0.1777476726238771,0.056590302876042026,50,NG,dtw,500,1,NativeGuideCF'>
17,False,0.1283861708492332,-0.19155068732632563,True,0.16733910184763504,-0.20601769842641124,True,-0.03165225835751765,-0.1290272876550834,50,NG,dtw,500,1,NativeGuideCF'>
18,False,-0.024924267803031516,0.017549040466663775,True,-0.17095738128218335,0.012560556261859349,True,-0.10022635969821402,0.163510688549916,50,NG,dtw,500,1,NativeGuideCF'>
19,False,-0.27222088835534214,-0.20104989534179932,True,-0.052004801920768305,-0.12952843708999795,True,-0.3501992165660784,0.029788511285109967,50,NG,dtw,500,1,NativeGuideCF'>
