,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.3903668631537169,-0.07469661408163614,True,0.12476556280309861,-0.08640840630156225,True,-0.04894386909686053,0.015175133782145342,1000,random,uniform,SHAP,10,1,LEFTIST'>
1,False,0.33031042266852967,0.07055107254240653,True,0.3672682321978757,-0.10118052305802538,True,0.2841813997780683,0.02154280796445924,1000,random,uniform,SHAP,10,1,LEFTIST'>
2,False,0.3949865893448851,-0.3327070749027529,True,0.32107097028619314,-0.013172336172562263,True,0.06539450580777754,0.11203813166241791,1000,random,uniform,SHAP,10,1,LEFTIST'>
3,False,0.28873288694801547,0.12901636033593852,True,0.05777016186164603,0.20545672680814941,True,0.4735787902033545,-0.31539720382743947,1000,random,uniform,SHAP,10,1,LEFTIST'>
4,False,-0.11318329168362205,-0.07891943337742367,True,-0.18709891074231402,0.21225900564642197,True,0.12291360798301643,0.08212593317146631,1000,random,uniform,SHAP,10,1,LEFTIST'>
5,False,0.34416960124203444,0.044361946721268794,True,-0.06698602977193958,0.08863242820421813,True,0.09008682370269565,0.03676463708076132,1000,random,uniform,SHAP,10,1,LEFTIST'>
6,False,-0.11091410543998723,0.1637595920084597,True,,0.2547926854624278,True,-0.14476514281029235,-0.15817331538831864,1000,random,uniform,SHAP,10,1,LEFTIST'>
7,False,0.16479518079895197,0.10429339894800413,True,0.2741989670420891,0.19444612116694962,True,-0.28044621347074494,-0.10106337565308417,1000,random,uniform,SHAP,10,1,LEFTIST'>
8,False,0.353409053624371,0.046523375124003855,True,0.22867644646282823,0.12088743228944933,True,0.23330177420441695,-0.1465819367355435,1000,random,uniform,SHAP,10,1,LEFTIST'>
9,False,0.368046681080153,0.28788853841162454,True,0.32396368402634884,0.19886802299410714,True,0.1901272971916686,-0.1424538914922751,1000,random,uniform,SHAP,10,1,LEFTIST'>
10,False,-0.07190303224289359,0.22426649267799004,True,-0.04761904761904762,0.012092527356361293,True,0.30246978149522535,0.1487667957028104,1000,random,uniform,SHAP,10,1,LEFTIST'>
11,False,0.28873288694801547,0.17836929637005486,True,0.2471553512275012,0.1348110385569876,True,0.13166219644829505,-0.018691040580208245,1000,random,uniform,SHAP,10,1,LEFTIST'>
12,False,-0.023656135525026042,0.18663614740213863,True,0.26063871395963034,0.043342864746529534,True,-0.20424662572381735,-0.10589431041097416,1000,random,uniform,SHAP,10,1,LEFTIST'>
13,False,-0.1917186369334823,-0.08385299900065357,True,-0.2786865989553584,-0.06584857465599026,True,0.037086926818557915,0.27380213634270867,1000,random,uniform,SHAP,10,1,LEFTIST'>
14,False,-0.11091410543998723,0.08303357198760002,True,-0.04761904761904762,-0.017249489927857218,True,-0.15516780126352459,0.2791341449882154,1000,random,uniform,SHAP,10,1,LEFTIST'>
15,False,0.3951740016822078,0.1734814581422663,True,0.28716668523039807,0.3338666165641052,True,0.22613283994019975,0.033853746837792735,1000,random,uniform,SHAP,10,1,LEFTIST'>
16,False,-0.09008466072778082,0.23557774649062196,True,0.2102025886396232,-0.028375321361684958,True,0.18622991098627908,-0.19290823199182025,1000,random,uniform,SHAP,10,1,LEFTIST'>
17,False,0.44118385125656767,0.03581055617139018,True,0.3765076845802121,0.10020544599439225,True,0.34420265950752627,0.1692249424323319,1000,random,uniform,SHAP,10,1,LEFTIST'>
18,False,-0.17785945835997752,0.06059720412324278,True,-0.07622548215427606,0.16935279212818807,True,0.2517992609820159,0.15859037930802178,1000,random,uniform,SHAP,10,1,LEFTIST'>
19,False,-0.3903668631537169,-0.16448524675876472,True,-0.3672682321978757,0.01593656193201286,True,0.24787652178010425,-0.16934320815982226,1000,random,uniform,SHAP,10,1,LEFTIST'>
