,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,-0.12761725981732105,-0.16343021183934175,True,,-0.1948120884773911,True,-0.10058288502765984,0.06658197565336041,50,NG,dtw,500,1,NativeGuideCF'>
1,False,0.19630723432391378,0.18582753732431043,True,0.2666090423107557,-0.05125355379586153,True,0.00888376671964874,-0.09595188561099521,50,NG,dtw,500,1,NativeGuideCF'>
2,False,0.02929875204565367,-0.1772746110146482,True,-0.1130643644515881,-0.1695783599085072,True,0.34964934554615645,-0.06733105197570693,50,NG,dtw,500,1,NativeGuideCF'>
3,False,0.42211969417731243,0.21460781685961233,True,,0.26042311776373617,True,0.14838034133519915,0.3212001021576196,50,NG,dtw,500,1,NativeGuideCF'>
4,False,0.1527919739766022,0.1198995488756602,True,0.10308503335212574,-0.059666144887760376,True,-0.07370689297348984,0.09677887032775175,50,NG,dtw,500,1,NativeGuideCF'>
5,False,0.05326479625088009,-0.18241543166409507,True,0.13525505172648955,-0.034683516608206726,True,-0.14647727526603332,-0.06804580229620552,50,NG,dtw,500,1,NativeGuideCF'>
6,False,-0.2901800720288115,0.03527982316535475,True,0.012149151243627736,-0.14697627066736893,True,-0.4345424474571461,-0.043363427721877616,50,NG,dtw,500,1,NativeGuideCF'>
7,False,-0.12958432799834796,0.03319414975988711,True,-0.04936274820883324,0.03704044185431364,True,-0.008369836166603474,-0.028548846543898727,50,NG,dtw,500,1,NativeGuideCF'>
8,False,-0.051333765531375704,0.048340659327663515,True,0.15341008492171748,-0.03860607407862607,True,-0.12443673971860074,-0.0016414290675786682,50,NG,dtw,500,1,NativeGuideCF'>
9,False,0.31113935798041475,0.00949233411186397,True,,0.05505716920726797,True,0.23201096216675934,0.190689560714121,50,NG,dtw,500,1,NativeGuideCF'>
10,False,0.052943867987039754,0.10439143647560581,True,0.17803827343137568,-0.22493800329414712,True,-0.27474796586559913,-0.22051203390399599,50,NG,dtw,500,1,NativeGuideCF'>
11,False,-0.2089315726290516,0.10384902697167296,True,-0.10847539015606242,0.07345644986627475,True,-0.25493397358943576,0.12427746875255938,50,NG,dtw,500,1,NativeGuideCF'>
12,False,0.2906166546223789,0.16494998150098444,True,0.2906166546223789,0.2720279128420083,True,0.023062568015310494,0.276091704724841,50,NG,dtw,500,1,NativeGuideCF'>
13,False,0.20518858961740974,-0.06754729202446104,True,0.3951477756036513,-0.06059344452737984,True,0.030259308020440127,-0.3131023844741474,50,NG,dtw,500,1,NativeGuideCF'>
14,False,0.06866564676417096,-0.25927470097740646,True,,-0.25315952774971173,True,0.23624013070755015,0.13748691065631477,50,NG,dtw,500,1,NativeGuideCF'>
15,False,0.3951434744331343,-0.23679839730274926,True,0.09420543585426677,-0.2517166715074171,True,0.3424713344126976,-0.19961388632293078,50,NG,dtw,500,1,NativeGuideCF'>
16,False,0.3117850641533098,0.06080669240331897,True,0.06416335320946623,-0.13857838730045052,True,-0.02806452588826136,-0.12630002285052624,50,NG,dtw,500,1,NativeGuideCF'>
17,False,-0.4692289756013207,-0.09751525382150927,True,-0.45444286363899816,-0.08503984964134978,True,-0.29294896797006587,-0.045636100095748366,50,NG,dtw,500,1,NativeGuideCF'>
18,False,-0.02943860168215474,0.06557661824905221,True,-0.0343858807471631,-0.01772624286767585,True,0.17793376882741474,-0.16953937719614598,50,NG,dtw,500,1,NativeGuideCF'>
19,False,0.061806558911706194,-0.06713205937121591,True,0.2227581928739983,0.13588247289506183,True,0.14228578655270058,-0.037447526878289325,50,NG,dtw,500,1,NativeGuideCF'>
