,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,False,-0.21663466458343147,0.07531398200489095,True,-0.415042487822358,0.16909168481331702,True,0.13191549140673817,-0.19705131915422622,FA,True,Saliency_PTY'>
1,False,-0.18847979513228277,-0.1373961044215581,True,-0.13390109702806693,-0.107122906730743,True,0.03986485132052335,-0.16049100368541977,FA,True,Saliency_PTY'>
2,False,-0.11557242975426309,-0.1051619422903877,True,-0.12992988578540943,-0.017246605803570333,True,-0.12616232640134975,0.002213755544719349,FA,True,Saliency_PTY'>
3,False,-0.04419245331572703,-0.0022071619450053505,True,-0.12936984317426542,-0.052770860236929756,True,0.07891509520665542,-0.16574864932916744,FA,True,Saliency_PTY'>
4,False,-0.2832797353095682,0.08672748674713747,True,-0.17844994109634016,-0.2223141245655825,True,-0.1404179565031972,-0.04299963781912301,FA,True,Saliency_PTY'>
5,False,-0.15090602722098492,-0.1593257163953751,True,-0.3281340571657382,0.07053646819950676,True,-0.12600958750740138,-0.2166861948834389,FA,True,Saliency_PTY'>
6,False,0.04979287942716709,-0.003888897392241756,True,-0.011404504081477944,0.03402333725348082,True,-0.03553724932531966,-0.14430590371727592,FA,True,Saliency_PTY'>
7,False,-0.13467125846021066,0.03822705508576392,True,-0.11842582815324766,0.05146489881271452,True,-0.1417630306973279,0.14942903544130973,FA,True,Saliency_PTY'>
8,False,-0.11435051860267616,-0.05421139805722229,True,-0.01613940979387727,-0.0893368598376597,True,0.08482099910599222,0.14835635626008117,FA,True,Saliency_PTY'>
9,False,0.005905903899336793,0.16111151064142631,True,-0.07148180236783497,0.011116170510351887,True,-0.10630882265142116,-0.10533732466259538,FA,True,Saliency_PTY'>
10,False,-0.1947420897841658,-0.09862434300440694,True,-0.35180858572773477,0.038801261662214,True,0.04974196646251765,-0.06507969878441669,FA,True,Saliency_PTY'>
11,False,-0.2284973853467545,-0.13932172107662447,True,-0.056767955584142445,-0.035470338477517085,True,0.06944695119566019,0.14889731043462262,FA,True,Saliency_PTY'>
12,False,-0.20533198643125242,-0.07053893268705883,True,-0.1972368250519891,-0.06607135710194784,True,-0.17030386675242734,0.0075011203562852374,FA,True,Saliency_PTY'>
13,False,-0.02365216259564921,0.024776405839819455,True,-0.13644769512597693,-0.013632896014778769,True,-0.08024906572447446,-0.04864739642954311,FA,True,Saliency_PTY'>
14,False,-0.2668857606924437,0.11041262371610606,True,-0.09311981234385339,0.05270080974342527,True,-0.11353771791553209,0.055842738762710425,FA,True,Saliency_PTY'>
15,False,-0.3110273010435212,-0.06822784650450933,True,-0.24168384319096337,0.10779340249516303,True,-0.020110621036534763,0.03387119220650773,FA,True,Saliency_PTY'>
16,False,-0.017055843157567464,0.14529372752848776,True,-0.08400639167160091,0.06775910469623081,True,-0.026423828653067197,-0.18220109834140466,FA,True,Saliency_PTY'>
17,False,-0.21210341072962996,0.026965356239205353,True,-0.007917916590254665,0.024980071148907382,True,-0.2219843895423281,0.08918738655861828,FA,True,Saliency_PTY'>
18,False,-0.2402073672161292,0.0787951268760126,True,0.004964371643990235,-0.22112037380418473,True,-0.30239746794621264,-0.18952135935732933,FA,True,Saliency_PTY'>
19,False,-0.12875888759847195,0.08249130900967272,True,-0.1552336292161886,-0.04121688403089245,True,-0.30919443431614085,-0.04882608576123794,FA,True,Saliency_PTY'>
