,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,transformer,epochs,explanation
0,False,0.05662824370791094,0.16548028771483606,True,-0.16930836223103146,0.13979203529135015,True,0.15883766068028965,-0.10674515252328955,authentic_opposing_information,100,TSEvo'>
1,False,0.31150060024009607,0.20596842713888613,True,0.25291716686674665,0.051167834557909145,True,0.10914765906362545,0.06546836442484087,authentic_opposing_information,100,TSEvo'>
2,False,-0.07921030325775431,-0.10763408431332283,True,-0.06484773159367394,0.0397963814899743,True,-0.1630800361189059,0.1436575160457971,authentic_opposing_information,100,TSEvo'>
3,False,0.006778035451278363,-0.23735657897320916,True,0.057589265749159416,0.11604341371514432,True,0.1383007659101266,0.1525836808947389,authentic_opposing_information,100,TSEvo'>
4,False,0.15731802510502915,-0.04484105460224268,True,-0.0916607008479348,0.02686483478388621,True,-0.021485229826443027,-0.10801905051575612,authentic_opposing_information,100,TSEvo'>
5,False,-0.012346866666278223,0.11751084736288742,True,-0.2711026015478911,0.13640057726880012,True,-0.06423253203429567,-0.12671580069375998,authentic_opposing_information,100,TSEvo'>
6,False,0.22679471788715486,-0.0035769849198462288,True,0.2804801920768307,0.03387749410559272,True,0.31438175270108043,-0.1429866720634921,authentic_opposing_information,100,TSEvo'>
7,False,0.2148157057144493,0.007917165171442553,True,0.18230279876862274,-0.026767043417896198,True,0.0012006243333023102,-0.05062903580928941,authentic_opposing_information,100,TSEvo'>
8,False,0.18917588532196367,0.032411466147636334,True,-0.009065782931564917,0.03308867647221455,True,-0.25552970082107707,-0.08211359356736107,authentic_opposing_information,100,TSEvo'>
9,False,-0.20950780312124848,-0.006177353796496435,True,0.09186074429771908,-0.08367356574982832,True,0.026170468187274906,0.000480763818339286,authentic_opposing_information,100,TSEvo'>
10,False,-0.16561824729891955,-0.16187810752331988,True,-0.05238895558223289,0.06670760391171109,True,0.05623049219687875,-0.047292582376190606,authentic_opposing_information,100,TSEvo'>
11,False,0.1074189675870348,0.16845428343165642,True,0.008883553421368545,0.21297823836226468,True,0.17704681872749098,-0.045903080446180355,authentic_opposing_information,100,TSEvo'>
12,False,-0.05354141656662665,-0.026794028096086386,True,-0.2444657863145258,-0.144585232843285,True,0.05699879951980792,-0.05782187948375461,authentic_opposing_information,100,TSEvo'>
13,False,-0.10113087952205539,0.02673377082041284,True,-0.14252443039955384,-0.19438427908193529,True,0.053686763203066444,0.19945951784719512,authentic_opposing_information,100,TSEvo'>
14,False,-0.04465893540147745,-0.10727783806909923,True,-0.1961151528813268,-0.08841416703648067,True,0.3195755001041209,-0.08894394520624556,authentic_opposing_information,100,TSEvo'>
15,False,-0.2053781512605042,0.11143240774696987,True,-0.07668667466986795,0.02448947006760574,True,0.09954381752701079,0.0909126468032361,authentic_opposing_information,100,TSEvo'>
16,False,-0.17159322971556612,-0.09983784515448818,True,-0.13691919896979543,0.07700895574353453,True,0.017144915479556985,-0.10101899905047351,authentic_opposing_information,100,TSEvo'>
17,False,0.014985591210235974,0.02968294335010383,True,-0.0029298752045653666,-0.04268223355158274,True,-0.20355428060570532,-0.08594990874429699,authentic_opposing_information,100,TSEvo'>
18,False,-0.10907781294373688,-0.2852115422948297,True,0.011119383530229406,0.011043544216376471,True,0.12843420159029165,-0.099997401387422,authentic_opposing_information,100,TSEvo'>
19,False,0.09006114812481902,0.06799193899201456,True,0.12535473206695313,0.04308916969104205,True,0.06015296118747923,-0.07465548674815424,authentic_opposing_information,100,TSEvo'>
