,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.02674299898491702,-0.1873861765741957,True,0.23268090867408614,-0.05736128977608805,True,-0.4419868091442633,-0.11255812636548099,50,NG,dtw,500,1,NativeGuideCF'>
1,True,-0.07862632311268042,0.13608091392636576,True,0.003170790295460005,0.22619171020232234,True,0.3636661719859998,0.04532040494987293,50,NG,dtw,500,1,NativeGuideCF'>
2,False,-0.034677099107353296,-0.03866173525944513,True,,0.1882285982506728,True,0.25067224464125976,-0.2077188988657727,50,NG,dtw,500,1,NativeGuideCF'>
3,False,-0.09472572348349999,0.07944543583777153,True,-0.12838812128823518,0.021468896282121508,True,-0.22858068310105725,0.04357815814291096,50,NG,dtw,500,1,NativeGuideCF'>
4,False,0.3103481392557023,-0.3356568665561467,True,0.2611764705882353,-0.29666160866561697,True,0.06932681085552486,0.1485967783941268,50,NG,dtw,500,1,NativeGuideCF'>
5,False,-0.4781895379042986,-0.1841057565180182,True,,-0.1978462611828777,True,-0.48348847279733925,-0.15894306508999026,50,NG,dtw,500,1,NativeGuideCF'>
6,True,0.10116155423664562,0.36156767374684534,True,-0.18318753268708923,0.16194266139955224,True,-0.20299159027488264,-0.07706600468444075,50,NG,dtw,500,1,NativeGuideCF'>
7,False,-0.1353025975616498,-0.04854137559324737,True,-0.23342940154406036,-0.2009562711854027,True,0.16042711566738377,0.13807801243584641,50,NG,dtw,500,1,NativeGuideCF'>
8,False,,0.3144114119847859,True,,0.20621808977348902,True,,-0.05967409679372617,50,NG,dtw,500,1,NativeGuideCF'>
9,False,-0.24922567175663227,-0.13188055137738042,True,0.013475860015380583,-0.15827669255222665,True,-0.3359670019658104,-0.047287090757880415,50,NG,dtw,500,1,NativeGuideCF'>
10,False,-0.4862874251077704,-0.017624175980069465,True,,-0.3351174927318986,True,-0.728997326272271,-0.027996651015720485,50,NG,dtw,500,1,NativeGuideCF'>
11,False,-0.08206482593037215,-0.09849903900403748,True,-0.1343097238895558,-0.015209994041117987,True,0.02385541170412072,-0.031960900943372984,50,NG,dtw,500,1,NativeGuideCF'>
12,False,-0.30199279711884747,-0.029521622188876526,True,-0.066890756302521,0.03890956025274652,True,-0.22944283303110602,-0.02066201599437686,50,NG,dtw,500,1,NativeGuideCF'>
13,False,-0.06264412453408444,-0.10623692118050021,True,0.025046703697037098,-0.09868669005614623,True,-0.1776418664000528,0.04344317574317717,50,NG,dtw,500,1,NativeGuideCF'>
14,True,-0.11781433312002577,-0.015342791769060862,True,,-0.34839567441391783,True,,-0.003108480979751194,50,NG,dtw,500,1,NativeGuideCF'>
15,False,-0.08360344788599168,-0.014214861140200234,True,-0.0489327474990382,-0.14330253866626685,True,-0.42190996928516533,0.10311703187031265,50,NG,dtw,500,1,NativeGuideCF'>
16,False,-0.341412966342446,-0.09953818387788657,True,0.32499827442434487,-0.41501146904278186,True,-0.6068067032580763,-0.09836705408888148,50,NG,dtw,500,1,NativeGuideCF'>
17,True,,-0.08748184992327464,True,,-0.021566729150971582,True,,-0.21615622679523797,50,NG,dtw,500,1,NativeGuideCF'>
18,False,0.47975990396158463,-0.14171546495127477,True,0.2403361344537815,-0.1701934993070628,True,0.25002192299343845,0.12442220236553554,50,NG,dtw,500,1,NativeGuideCF'>
19,False,0.25493397358943576,-0.12006087306941524,True,0.02396158463385354,-0.3306822403474951,True,-0.10933913312661526,-0.12362579235460922,50,NG,dtw,500,1,NativeGuideCF'>
