,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.1178030178747903,0.12578883106911537,True,0.07622548215427606,-0.00397946026964106,True,0.10394383930128556,-0.06022957797675064,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,-0.10394383930128556,-0.1096140384976967,True,-0.04388739881609834,0.20828558734554672,True,-0.011549315477920619,-0.13136711516698632,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,-0.2471553512275012,0.05391767189226102,True,-0.21019754169815522,0.005347060912893909,True,-0.030028220242593606,-0.19903944087719308,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,-0.21019754169815522,0.04130873598849078,True,0.06236630358077134,0.05941708141803441,True,-0.21481726788932348,0.05300818252765578,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,0.13166219644829505,-0.11044124594439636,True,0.18247918455114576,-0.016660382513445957,True,0.06698602977193958,-0.05984541137034425,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,-0.168620005977641,0.2584465007413212,True,-0.09008466072778082,0.12250553670801809,True,-0.025408494051425357,0.12255053494577416,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,-0.32107097028619314,-0.023361951290747515,True,-0.23791589884516473,-0.19753262858433976,True,-0.2748737083745107,0.1556419814814645,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,0.4781416607859135,0.26973171279148056,True,0.09932411311011732,0.2839962208286101,True,0.21019754169815522,-0.05676804974064569,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,-0.1085635654924538,-0.053543022144291845,True,-0.13166219644829505,0.08633156040928278,True,0.07160575596310784,-0.3076741590879138,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,-0.08546493453661257,0.029682095589607594,True,0.05312685119843485,-0.08702473011104091,True,-0.10394383930128556,-0.18190804013436096,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,-0.21481726788932348,0.09729913942686338,True,-0.28411316075684717,-0.02258004447599017,True,-0.17323973216880928,0.12116465493167326,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,-0.12704247025712678,-0.20005750474286962,True,0.05312685119843485,-0.05855699697966513,True,0.16400027978647277,-0.12335389171821437,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,0.22867644646282823,0.09044885939092749,True,0.26563425599217416,0.2530248836782488,True,0.353409053624371,0.17435408745991676,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,-0.23329617265399646,-0.10404357897750624,True,-0.05774657738960309,0.09761097526307277,True,-0.18247918455114576,-0.0037819323671582257,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,0.2471553512275012,0.02886926243410283,True,0.09932411311011732,-0.006234751682100536,True,0.39960631553605336,-0.19890257279141377,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,-0.1178030178747903,0.02784410972583378,True,-0.1362819226394633,-0.22775743799098222,True,-0.025408494051425357,-0.05001107914821448,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,-0.07622548215427606,-0.03992194402248717,True,-0.2610145298010059,0.07860803771131168,True,-0.09008466072778082,-0.0263962717133137,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,-0.09008466072778082,-0.20358209215389,True,-0.06236630358077134,-0.02814854290049941,True,-0.020788767860257112,-0.10688618741134952,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,0.21943699408049172,-0.027000414071423742,True,0.10394383930128556,-0.009509050661795223,True,0.12242274406595856,0.06012163813876198,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,-0.12704247025712678,0.06608297006292713,True,-0.05774657738960309,0.07251836104356015,True,-0.09008466072778082,0.06477285763516377,1000,random,uniform,Lime,10,1,LEFTIST'>
