,monoton_uniform_mean,monoton_corr_uniform_mean,faithfulness_correlation_uniform_mean,monoton_mean_mean,monoton_corr_mean_mean,faithfulness_correlation_mean_mean,monoton_synthetic_mean,monoton_corr_synthetic_mean,faithfulness_correlation_synthetic_mean,monoton_uniform_std,monoton_corr_uniform_std,faithfulness_correlation_uniform_std,monoton_mean_std,monoton_corr_mean_std,faithfulness_correlation_mean_std,monoton_synthetic_std,monoton_corr_synthetic_std,faithfulness_correlation_synthetic_std,transformer,epochs,Datasets,Typ,Generation,models,method,tsr,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size
0,0.0,0.10162036303220937,-0.05984970038781197,1.0,0.13148739022753567,-0.057643625767620874,1.0,0.09451931805862254,0.1234529592188531,0.0,0.2409155472708765,0.15487043577129603,0.0,0.23746886372493414,0.26445541338381107,0.0,0.24125351226770902,0.25920455289116057,mutate_both,100,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,,,,,,,,
1,0.0,0.014982608890825888,-0.024527110473332715,1.0,0.048941216919634926,-0.0319546192200436,1.0,0.036091878116241,0.04159148273399877,0.0,0.2830772256283348,0.09464846990803867,0.0,0.2671260574077086,0.2106468883529304,0.0,0.28070525085406556,0.16170904145456239,authentic_opposing_information,100,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,,,,,,,,
2,0.0,0.9645972021752505,-0.1039465633645752,1.0,0.9427259740766607,-0.04775484387109544,1.0,0.9480784255263306,0.23389223840539275,0.0,0.01625480161551323,0.3051034266019673,0.0,0.02504270083649877,0.7099421116295012,0.0,0.018375250381247946,0.7086729927401243,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,FO,False,,,,,,
3,0.0,0.9726226813531114,-0.05244479956143337,1.0,0.9415261818962962,0.005982990362679352,1.0,0.9480892253217007,0.27686766303719285,0.0,0.005701581469196665,0.30142641817429344,0.0,0.01970195355249314,0.8321969404690862,0.0,0.01374015411320121,0.9235717908330878,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,SG,False,,,,,,
4,0.0,0.9578119415735566,-0.08345372848124097,1.0,0.9302468061540843,-0.051741296961786934,1.0,0.9435296720138553,0.20614606842027672,0.0,0.008683878161873448,0.25325213345558667,0.0,0.022273003592955913,0.7614875671202707,0.0,0.01679955970624635,0.7744007545747189,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,GS,False,,,,,,
5,0.0,0.9765108382217675,-0.08191473383222328,1.0,0.9453954735159528,-0.0037519792511534257,1.0,0.9523951975485184,0.29732684105397206,0.0,0.005446089786106967,0.28339197193541144,0.0,0.020376912801108985,0.8304875030777016,0.0,0.014733105574298567,0.9665166103116001,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,GRAD,False,,,,,,
6,0.0,-0.48603800024450566,0.013682951361324625,1.0,-0.5165565452472999,-0.01616379010649233,1.0,-0.4555486515331961,-0.07185089924998139,0.0,0.15088624229388006,0.10217690025318604,0.0,0.14288274298059164,0.19831720135303196,0.0,0.13954023498463716,0.1363351172376129,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,FO,True,,,,,,
7,0.0,0.0692302479946707,-0.034985740846072685,1.0,0.08487662598569663,0.0046909706731011235,1.0,0.056697220779388366,0.01658820640931551,0.0,0.1689408503476599,0.10062230653374939,0.0,0.15792084538924667,0.1880090616116676,0.0,0.18115384882243085,0.19329466019169073,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,SG,True,,,,,,
8,0.0,-0.08150862175671172,0.009450646095095919,1.0,-0.07607206896473306,0.03720737560988274,1.0,-0.08409608982035213,-0.05109514376956592,0.0,0.15178688813767952,0.1004353039526067,0.0,0.168088921633473,0.20739208705340945,0.0,0.15625775742933656,0.18237733593292074,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,GS,True,,,,,,
9,0.0,-0.6275491297951471,0.002240739147838453,1.0,-0.6505652643814036,0.016918345109280468,1.0,-0.6374714812179698,0.04044637605133069,0.0,0.035354116439215225,0.10810196740148105,0.0,0.05900764346551819,0.1388923989246235,0.0,0.033514363823830995,0.15139654063447638,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,GRAD,True,,,,,,
