,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,5.703334490619892e-05,0.00011052808162506285,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.019074037398291954,0.052913281337838486,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.02552039793707093,0.12291782265733406,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.002207717179960075,0.006989011819194244,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.034345814928536736,0.07040736006844668,1000,random,uniform,Lime,10,1,LEFTIST'>
5,3.7870462180469524e-06,7.698313700389028e-06,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.03963472735966789,0.13887189827448235,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.03547634977702236,0.08600200163115247,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.016249548583529207,0.045323263463963016,1000,random,uniform,Lime,10,1,LEFTIST'>
9,1.5331899427544456e-05,3.866543556500532e-05,1000,random,uniform,Lime,10,1,LEFTIST'>
10,2.6543176641729757e-05,7.526290299279897e-05,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.041750331979519065,0.19725327198570408,1000,random,uniform,Lime,10,1,LEFTIST'>
12,6.664543753684277e-05,0.0002138465664133245,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.0003604763149621321,0.005785275293332865,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.04650150793472144,0.08829564512787638,1000,random,uniform,Lime,10,1,LEFTIST'>
15,3.445373264023115e-05,7.350972569901808e-05,1000,random,uniform,Lime,10,1,LEFTIST'>
16,5.0664017880578e-05,0.00014515289378394882,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.023318237532448823,0.07789739762509877,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.03741460772378671,0.1467263891177055,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.016930855071829867,0.11987574390290237,1000,random,uniform,Lime,10,1,LEFTIST'>
