,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,-0.35114612024246045,authentic_opposing_information,100,TSEvo'>
1,True,0.288050866566057,authentic_opposing_information,100,TSEvo'>
2,True,-0.07310882299115946,authentic_opposing_information,100,TSEvo'>
3,True,-0.13391012751477585,authentic_opposing_information,100,TSEvo'>
4,True,-0.24662133265637098,authentic_opposing_information,100,TSEvo'>
5,True,-0.3754905652994672,authentic_opposing_information,100,TSEvo'>
6,True,0.3972006402586428,authentic_opposing_information,100,TSEvo'>
7,True,0.2985831112018605,authentic_opposing_information,100,TSEvo'>
8,True,0.13698279676153136,authentic_opposing_information,100,TSEvo'>
9,True,0.35673239818555813,authentic_opposing_information,100,TSEvo'>
10,True,0.39273343775993796,authentic_opposing_information,100,TSEvo'>
11,True,-0.2761395162886593,authentic_opposing_information,100,TSEvo'>
12,True,0.3158846689648099,authentic_opposing_information,100,TSEvo'>
13,True,-0.3988428425072148,authentic_opposing_information,100,TSEvo'>
14,True,-0.02477317632842919,authentic_opposing_information,100,TSEvo'>
15,True,-0.061815408758795286,authentic_opposing_information,100,TSEvo'>
16,True,0.10286509604701187,authentic_opposing_information,100,TSEvo'>
17,True,0.05410200342327267,authentic_opposing_information,100,TSEvo'>
18,True,0.4181485511914622,authentic_opposing_information,100,TSEvo'>
19,True,-0.17556412186146944,authentic_opposing_information,100,TSEvo'>
