,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.027465747603794156,FO,True,Saliency_PTY'>
1,True,0.015548646042497177,FO,True,Saliency_PTY'>
2,True,0.18327396052771855,FO,True,Saliency_PTY'>
3,True,-0.20226583318891392,FO,True,Saliency_PTY'>
4,True,-0.08373324350678645,FO,True,Saliency_PTY'>
5,True,0.07547691172941379,FO,True,Saliency_PTY'>
6,True,0.14211360179144966,FO,True,Saliency_PTY'>
7,True,0.09082485443523272,FO,True,Saliency_PTY'>
8,True,-0.24798038524395183,FO,True,Saliency_PTY'>
9,True,-0.2668816018442907,FO,True,Saliency_PTY'>
10,True,-0.06841092147194566,FO,True,Saliency_PTY'>
11,True,0.35144865832065536,FO,True,Saliency_PTY'>
12,True,0.3081860614342322,FO,True,Saliency_PTY'>
13,True,-0.11181750042848788,FO,True,Saliency_PTY'>
14,True,0.21017762514729454,FO,True,Saliency_PTY'>
15,True,-0.00933919968559633,FO,True,Saliency_PTY'>
16,True,0.2137015433701597,FO,True,Saliency_PTY'>
17,True,0.09506724690669367,FO,True,Saliency_PTY'>
18,True,0.15253700732026979,FO,True,Saliency_PTY'>
19,True,-0.08092599258252814,FO,True,Saliency_PTY'>
