,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.10089358632799023,GS,False,Saliency_PTY'>
1,True,-0.010906805808682616,GS,False,Saliency_PTY'>
2,True,-0.2805835243428735,GS,False,Saliency_PTY'>
3,True,-0.013332833437184409,GS,False,Saliency_PTY'>
4,True,0.03163848935745638,GS,False,Saliency_PTY'>
5,True,-0.26069258072402407,GS,False,Saliency_PTY'>
6,True,0.1405102510206997,GS,False,Saliency_PTY'>
7,True,0.024980774820843633,GS,False,Saliency_PTY'>
8,True,-0.0003558251364135733,GS,False,Saliency_PTY'>
9,True,0.12140341606129088,GS,False,Saliency_PTY'>
10,True,-0.28473618793050015,GS,False,Saliency_PTY'>
11,True,0.14156436966149688,GS,False,Saliency_PTY'>
12,True,0.14840244799564184,GS,False,Saliency_PTY'>
13,True,0.12019234271485849,GS,False,Saliency_PTY'>
14,True,0.19143284141575645,GS,False,Saliency_PTY'>
15,True,-0.06029840224424175,GS,False,Saliency_PTY'>
16,True,-0.27155448272088906,GS,False,Saliency_PTY'>
17,True,-0.3490543799404876,GS,False,Saliency_PTY'>
18,True,0.18234399735685858,GS,False,Saliency_PTY'>
19,True,0.31301669225034773,GS,False,Saliency_PTY'>
