,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.1567198981077252,authentic_opposing_information,100,TSEvo'>
1,True,-0.0942541781216372,authentic_opposing_information,100,TSEvo'>
2,True,-0.09306011323102921,authentic_opposing_information,100,TSEvo'>
3,True,0.006649821549284439,authentic_opposing_information,100,TSEvo'>
4,True,0.09233078494212121,authentic_opposing_information,100,TSEvo'>
5,True,-0.04384123309075874,authentic_opposing_information,100,TSEvo'>
6,True,-0.05741031732868455,authentic_opposing_information,100,TSEvo'>
7,True,0.06600733826052618,authentic_opposing_information,100,TSEvo'>
8,True,-0.05426160101360729,authentic_opposing_information,100,TSEvo'>
9,True,0.03167116876217597,authentic_opposing_information,100,TSEvo'>
10,True,-0.006607812360942995,authentic_opposing_information,100,TSEvo'>
11,True,0.18959786680581406,authentic_opposing_information,100,TSEvo'>
12,True,-0.01953982125987502,authentic_opposing_information,100,TSEvo'>
13,True,0.1267987976109875,authentic_opposing_information,100,TSEvo'>
14,True,0.012674965190217043,authentic_opposing_information,100,TSEvo'>
15,True,0.2603658745193788,authentic_opposing_information,100,TSEvo'>
16,True,0.10075881217071343,authentic_opposing_information,100,TSEvo'>
17,True,0.0394550533985448,authentic_opposing_information,100,TSEvo'>
18,True,0.21547259741461952,authentic_opposing_information,100,TSEvo'>
19,True,-0.034918247997035946,authentic_opposing_information,100,TSEvo'>
