,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.11894165832852796,GRAD,True,Saliency_PTY'>
1,True,-0.17185821857768585,GRAD,True,Saliency_PTY'>
2,True,0.128517365730638,GRAD,True,Saliency_PTY'>
3,True,-0.08013925661872583,GRAD,True,Saliency_PTY'>
4,True,-0.10681637586153903,GRAD,True,Saliency_PTY'>
5,True,-0.1079833940921353,GRAD,True,Saliency_PTY'>
6,True,-0.16452978729813908,GRAD,True,Saliency_PTY'>
7,True,0.09990336596473408,GRAD,True,Saliency_PTY'>
8,True,0.036151541002296325,GRAD,True,Saliency_PTY'>
9,True,0.09945839548928835,GRAD,True,Saliency_PTY'>
10,True,-0.16459843533320975,GRAD,True,Saliency_PTY'>
11,True,0.10941574751648042,GRAD,True,Saliency_PTY'>
12,True,0.05158715611374745,GRAD,True,Saliency_PTY'>
13,True,-0.21176879971249415,GRAD,True,Saliency_PTY'>
14,True,0.23161479152087172,GRAD,True,Saliency_PTY'>
15,True,0.0672437931913778,GRAD,True,Saliency_PTY'>
16,True,-0.1120296391440268,GRAD,True,Saliency_PTY'>
17,True,-0.049729603671585604,GRAD,True,Saliency_PTY'>
18,True,0.26962171070020463,GRAD,True,Saliency_PTY'>
19,True,-0.27147907376333114,GRAD,True,Saliency_PTY'>
