,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,,authentic_opposing_information,100,TSEvo'>
1,True,,authentic_opposing_information,100,TSEvo'>
2,True,-0.010758311834534217,authentic_opposing_information,100,TSEvo'>
3,True,-0.013962527048886363,authentic_opposing_information,100,TSEvo'>
4,True,-0.062062634799833365,authentic_opposing_information,100,TSEvo'>
5,True,-0.08953539419543191,authentic_opposing_information,100,TSEvo'>
6,True,-0.054919180752062494,authentic_opposing_information,100,TSEvo'>
7,True,,authentic_opposing_information,100,TSEvo'>
8,True,,authentic_opposing_information,100,TSEvo'>
9,True,,authentic_opposing_information,100,TSEvo'>
10,True,,authentic_opposing_information,100,TSEvo'>
11,True,,authentic_opposing_information,100,TSEvo'>
12,True,,authentic_opposing_information,100,TSEvo'>
13,True,,authentic_opposing_information,100,TSEvo'>
14,True,0.18222148499821578,authentic_opposing_information,100,TSEvo'>
15,True,,authentic_opposing_information,100,TSEvo'>
16,True,,authentic_opposing_information,100,TSEvo'>
17,True,,authentic_opposing_information,100,TSEvo'>
18,True,0.06892518963839481,authentic_opposing_information,100,TSEvo'>
19,True,-0.18883842408202348,authentic_opposing_information,100,TSEvo'>
