,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,-0.3011921413157601,authentic_opposing_information,100,TSEvo'>
1,True,-0.016643349947659977,authentic_opposing_information,100,TSEvo'>
2,True,-0.0007637544967574721,authentic_opposing_information,100,TSEvo'>
3,True,-0.18687739301989034,authentic_opposing_information,100,TSEvo'>
4,True,0.2865860007521874,authentic_opposing_information,100,TSEvo'>
5,True,0.15778587200717625,authentic_opposing_information,100,TSEvo'>
6,True,0.11927247449262376,authentic_opposing_information,100,TSEvo'>
7,True,-0.19669862386837345,authentic_opposing_information,100,TSEvo'>
8,True,0.36894044830737055,authentic_opposing_information,100,TSEvo'>
9,True,-0.03859076094965197,authentic_opposing_information,100,TSEvo'>
10,True,0.2089473855886242,authentic_opposing_information,100,TSEvo'>
11,True,0.20391222675937098,authentic_opposing_information,100,TSEvo'>
12,True,-0.35584052033816466,authentic_opposing_information,100,TSEvo'>
13,True,0.1979339411750532,authentic_opposing_information,100,TSEvo'>
14,True,0.12010836007255128,authentic_opposing_information,100,TSEvo'>
15,True,0.031555656297797385,authentic_opposing_information,100,TSEvo'>
16,True,0.053827740040364114,authentic_opposing_information,100,TSEvo'>
17,True,0.12055271375233842,authentic_opposing_information,100,TSEvo'>
18,True,0.1998321512437,authentic_opposing_information,100,TSEvo'>
19,True,0.018850272160185134,authentic_opposing_information,100,TSEvo'>
