,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.05324851306484818,GRAD,True,Saliency_PTY'>
1,True,0.05319830578489683,GRAD,True,Saliency_PTY'>
2,True,0.010199692047518116,GRAD,True,Saliency_PTY'>
3,True,-0.17187735162402273,GRAD,True,Saliency_PTY'>
4,True,-0.04678317661018886,GRAD,True,Saliency_PTY'>
5,True,-0.057716816572706,GRAD,True,Saliency_PTY'>
6,True,0.09575076968143713,GRAD,True,Saliency_PTY'>
7,True,-0.0518442442739416,GRAD,True,Saliency_PTY'>
8,True,-0.10016906819691632,GRAD,True,Saliency_PTY'>
9,True,0.1985773103759019,GRAD,True,Saliency_PTY'>
10,True,0.13421969693353522,GRAD,True,Saliency_PTY'>
11,True,,GRAD,True,Saliency_PTY'>
12,True,0.34135113084456026,GRAD,True,Saliency_PTY'>
13,True,0.03034835619338774,GRAD,True,Saliency_PTY'>
14,True,-0.13458974736668675,GRAD,True,Saliency_PTY'>
15,True,0.02952922446598982,GRAD,True,Saliency_PTY'>
16,True,0.0009291203210098643,GRAD,True,Saliency_PTY'>
17,True,-0.010742751684415883,GRAD,True,Saliency_PTY'>
18,True,0.0658703976998827,GRAD,True,Saliency_PTY'>
19,True,-0.05143520320520721,GRAD,True,Saliency_PTY'>
