,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,-0.1147037498338033,authentic_opposing_information,100,TSEvo'>
1,True,0.03738068495838291,authentic_opposing_information,100,TSEvo'>
2,True,0.18318946511329753,authentic_opposing_information,100,TSEvo'>
3,True,0.13793198737540446,authentic_opposing_information,100,TSEvo'>
4,True,0.034863278879334596,authentic_opposing_information,100,TSEvo'>
5,True,0.18680722730224048,authentic_opposing_information,100,TSEvo'>
6,True,-0.02296754340641121,authentic_opposing_information,100,TSEvo'>
7,True,0.08773541290592557,authentic_opposing_information,100,TSEvo'>
8,True,2.576265273199034e-05,authentic_opposing_information,100,TSEvo'>
9,True,-0.08276464565937013,authentic_opposing_information,100,TSEvo'>
10,True,0.14936743423414492,authentic_opposing_information,100,TSEvo'>
11,True,-0.04619359207746235,authentic_opposing_information,100,TSEvo'>
12,True,0.07225910791468357,authentic_opposing_information,100,TSEvo'>
13,True,0.05312922788449716,authentic_opposing_information,100,TSEvo'>
14,True,-0.032426597491869116,authentic_opposing_information,100,TSEvo'>
15,True,0.13276213490266128,authentic_opposing_information,100,TSEvo'>
16,True,0.08486339165639568,authentic_opposing_information,100,TSEvo'>
17,True,0.03258469549812652,authentic_opposing_information,100,TSEvo'>
18,True,0.09754923559190283,authentic_opposing_information,100,TSEvo'>
19,True,0.1556914383068907,authentic_opposing_information,100,TSEvo'>
