,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.05319628577235533,authentic_opposing_information,100,TSEvo'>
1,True,-0.23428201172899696,authentic_opposing_information,100,TSEvo'>
2,True,-0.0656967614726309,authentic_opposing_information,100,TSEvo'>
3,True,-0.1176299872035848,authentic_opposing_information,100,TSEvo'>
4,True,-0.07734937075942536,authentic_opposing_information,100,TSEvo'>
5,True,0.13025374349757893,authentic_opposing_information,100,TSEvo'>
6,True,-0.016519289757222493,authentic_opposing_information,100,TSEvo'>
7,True,-0.03037746146513766,authentic_opposing_information,100,TSEvo'>
8,True,0.09976910325939127,authentic_opposing_information,100,TSEvo'>
9,True,0.03742551730946191,authentic_opposing_information,100,TSEvo'>
10,True,-0.015543902048798245,authentic_opposing_information,100,TSEvo'>
11,True,-0.026282551922805025,authentic_opposing_information,100,TSEvo'>
12,True,0.07480825828997516,authentic_opposing_information,100,TSEvo'>
13,True,-0.09243998124967386,authentic_opposing_information,100,TSEvo'>
14,True,0.13112471376972765,authentic_opposing_information,100,TSEvo'>
15,True,0.1682574515667804,authentic_opposing_information,100,TSEvo'>
16,True,0.11685162648607886,authentic_opposing_information,100,TSEvo'>
17,True,0.07525920254293313,authentic_opposing_information,100,TSEvo'>
18,True,-0.005260215667343645,authentic_opposing_information,100,TSEvo'>
19,True,-0.004895304491983353,authentic_opposing_information,100,TSEvo'>
