,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.026229458517209765,GS,True,Saliency_PTY'>
1,True,0.04792241804627788,GS,True,Saliency_PTY'>
2,True,-0.07556859403781513,GS,True,Saliency_PTY'>
3,True,-0.023301338340251047,GS,True,Saliency_PTY'>
4,True,0.06569739569510308,GS,True,Saliency_PTY'>
5,True,0.0046558615570457115,GS,True,Saliency_PTY'>
6,True,0.17027974308174604,GS,True,Saliency_PTY'>
7,True,0.059275031890860155,GS,True,Saliency_PTY'>
8,True,0.07511427565795964,GS,True,Saliency_PTY'>
9,True,-0.24132889798168822,GS,True,Saliency_PTY'>
10,True,-0.005605166433763468,GS,True,Saliency_PTY'>
11,True,0.16686852267237898,GS,True,Saliency_PTY'>
12,True,0.058348487671122815,GS,True,Saliency_PTY'>
13,True,-0.2548241498346466,GS,True,Saliency_PTY'>
14,True,-0.021161360205339402,GS,True,Saliency_PTY'>
15,True,-0.039388704687326845,GS,True,Saliency_PTY'>
16,True,-0.08298345664957509,GS,True,Saliency_PTY'>
17,True,-0.005606889726059755,GS,True,Saliency_PTY'>
18,True,0.10059093603673754,GS,True,Saliency_PTY'>
19,True,-0.06478233084785019,GS,True,Saliency_PTY'>
