,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.09336877530418014,FO,True,Saliency_PTY'>
1,True,0.32174170416525555,FO,True,Saliency_PTY'>
2,True,-0.02542378175671836,FO,True,Saliency_PTY'>
3,True,-0.1324332946727061,FO,True,Saliency_PTY'>
4,True,-0.1830825822952657,FO,True,Saliency_PTY'>
5,True,-0.2919747481445473,FO,True,Saliency_PTY'>
6,True,0.004917515870708588,FO,True,Saliency_PTY'>
7,True,0.02994544587308763,FO,True,Saliency_PTY'>
8,True,0.3567835509377275,FO,True,Saliency_PTY'>
9,True,0.05736884345518418,FO,True,Saliency_PTY'>
10,True,0.1668512970952224,FO,True,Saliency_PTY'>
11,True,0.36574996280591604,FO,True,Saliency_PTY'>
12,True,-0.07200565113003986,FO,True,Saliency_PTY'>
13,True,-0.10312728364521413,FO,True,Saliency_PTY'>
14,True,-0.14345721692537924,FO,True,Saliency_PTY'>
15,True,-0.11230687811281588,FO,True,Saliency_PTY'>
16,True,0.08605582868376474,FO,True,Saliency_PTY'>
17,True,0.11405852201651845,FO,True,Saliency_PTY'>
18,True,0.20672522368958252,FO,True,Saliency_PTY'>
19,True,0.13714194888065456,FO,True,Saliency_PTY'>
