,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.5003743015980183,IG,False,Saliency_PTY'>
1,True,0.48248949602963753,IG,False,Saliency_PTY'>
2,True,-0.3404804675098783,IG,False,Saliency_PTY'>
3,True,-0.3170078841227864,IG,False,Saliency_PTY'>
4,True,0.003810974588999521,IG,False,Saliency_PTY'>
5,True,-0.19687885028114926,IG,False,Saliency_PTY'>
6,True,0.49581788007120287,IG,False,Saliency_PTY'>
7,True,0.3020125588191238,IG,False,Saliency_PTY'>
8,True,0.4732221626664944,IG,False,Saliency_PTY'>
9,True,0.5681298917205023,IG,False,Saliency_PTY'>
10,True,-0.07240965976370345,IG,False,Saliency_PTY'>
11,True,0.4888070388222488,IG,False,Saliency_PTY'>
12,True,0.10686772103483341,IG,False,Saliency_PTY'>
13,True,0.07516477695992003,IG,False,Saliency_PTY'>
14,True,-0.23903242911076403,IG,False,Saliency_PTY'>
15,True,0.0026152995074782506,IG,False,Saliency_PTY'>
16,True,-0.45263622301054096,IG,False,Saliency_PTY'>
17,True,-0.1899044842386512,IG,False,Saliency_PTY'>
18,True,0.5484525483352759,IG,False,Saliency_PTY'>
19,True,0.533664012546979,IG,False,Saliency_PTY'>
