,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,,FO,False,Saliency_PTY'>
1,True,0.38707818999100085,FO,False,Saliency_PTY'>
2,True,0.2500477580892244,FO,False,Saliency_PTY'>
3,True,,FO,False,Saliency_PTY'>
4,True,0.33431704205081086,FO,False,Saliency_PTY'>
5,True,0.22328740901320046,FO,False,Saliency_PTY'>
6,True,0.17333397387322205,FO,False,Saliency_PTY'>
7,True,,FO,False,Saliency_PTY'>
8,True,0.23821106076377244,FO,False,Saliency_PTY'>
9,True,0.2973791154867522,FO,False,Saliency_PTY'>
10,True,0.47486765149229987,FO,False,Saliency_PTY'>
11,True,,FO,False,Saliency_PTY'>
12,True,0.3787898114378201,FO,False,Saliency_PTY'>
13,True,0.3054757228935224,FO,False,Saliency_PTY'>
14,True,,FO,False,Saliency_PTY'>
15,True,,FO,False,Saliency_PTY'>
16,True,0.2092899160013217,FO,False,Saliency_PTY'>
17,True,0.2820610293245193,FO,False,Saliency_PTY'>
18,True,,FO,False,Saliency_PTY'>
19,True,,FO,False,Saliency_PTY'>
