,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.00876471974291134,GS,False,Saliency_PTY'>
1,True,,GS,False,Saliency_PTY'>
2,True,0.2025390666226941,GS,False,Saliency_PTY'>
3,True,0.13214082344475928,GS,False,Saliency_PTY'>
4,True,,GS,False,Saliency_PTY'>
5,True,,GS,False,Saliency_PTY'>
6,True,,GS,False,Saliency_PTY'>
7,True,,GS,False,Saliency_PTY'>
8,True,,GS,False,Saliency_PTY'>
9,True,,GS,False,Saliency_PTY'>
10,True,,GS,False,Saliency_PTY'>
11,True,,GS,False,Saliency_PTY'>
12,True,,GS,False,Saliency_PTY'>
13,True,,GS,False,Saliency_PTY'>
14,True,-0.01867874941543851,GS,False,Saliency_PTY'>
15,True,,GS,False,Saliency_PTY'>
16,True,,GS,False,Saliency_PTY'>
17,True,,GS,False,Saliency_PTY'>
18,True,,GS,False,Saliency_PTY'>
19,True,0.02217657511545203,GS,False,Saliency_PTY'>
