,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.21510822198408702,True,0.4070072439491147,True,0.18711975191019833,1000,random,uniform,SHAP,10,1,LEFTIST'>
1,False,-0.1442511631895044,True,0.46018387317756515,True,0.7986103790753335,1000,random,uniform,SHAP,10,1,LEFTIST'>
2,False,0.1585592678660538,True,0.4047064213004154,True,-0.7360177167327346,1000,random,uniform,SHAP,10,1,LEFTIST'>
3,False,0.27125010958279505,True,0.6169040968143492,True,-0.22875736651404666,1000,random,uniform,SHAP,10,1,LEFTIST'>
4,False,0.5529977109131118,True,0.8960042753190974,True,0.8363241684691756,1000,random,uniform,SHAP,10,1,LEFTIST'>
5,False,0.0290224353582417,True,0.3678528399635516,True,-0.6996694797826096,1000,random,uniform,SHAP,10,1,LEFTIST'>
6,False,0.3804726551221143,True,0.4235252905714045,True,-0.3188695013238682,1000,random,uniform,SHAP,10,1,LEFTIST'>
7,False,0.060372940811610196,True,0.4439263556903468,True,0.835937599605513,1000,random,uniform,SHAP,10,1,LEFTIST'>
8,False,0.254251894905964,True,0.5106572209934583,True,-0.7150369189441801,1000,random,uniform,SHAP,10,1,LEFTIST'>
9,False,0.39225146064141575,True,0.7258868856015552,True,-0.7058110943298787,1000,random,uniform,SHAP,10,1,LEFTIST'>
10,False,0.41697096553537,True,0.37018700284758516,True,-0.8065443099739205,1000,random,uniform,SHAP,10,1,LEFTIST'>
11,False,0.13486808048775875,True,0.442117905275129,True,0.3191358480405417,1000,random,uniform,SHAP,10,1,LEFTIST'>
12,False,0.2374044406286542,True,0.8705588744241889,True,-0.7634871062568571,1000,random,uniform,SHAP,10,1,LEFTIST'>
13,False,0.5936656225947758,True,0.6970103579201904,True,-0.6625384681577058,1000,random,uniform,SHAP,10,1,LEFTIST'>
14,False,0.38531616442359223,True,0.5929653505217504,True,0.8734099853514733,1000,random,uniform,SHAP,10,1,LEFTIST'>
15,False,0.10121569692957387,True,0.6828781127909826,True,-0.36719243759366327,1000,random,uniform,SHAP,10,1,LEFTIST'>
16,False,-0.051995180371593695,True,0.2840758311405085,True,-0.20995511971551656,1000,random,uniform,SHAP,10,1,LEFTIST'>
17,False,0.38731160462018704,True,0.4172626806167029,True,0.8266182179267884,1000,random,uniform,SHAP,10,1,LEFTIST'>
18,False,0.2555931746519525,True,0.29730945267845327,True,-0.32218274547651793,1000,random,uniform,SHAP,10,1,LEFTIST'>
19,False,-0.18404936341632686,True,-0.03452786103224011,True,-0.7693109076868125,1000,random,uniform,SHAP,10,1,LEFTIST'>
