,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,-0.11309998573548423,True,-0.03797216577883398,True,-0.09460392968487294,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
1,False,-0.08805684218367979,True,0.026981889266896108,True,0.0333731100446251,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
2,False,-0.05791551398671159,True,-0.06796416574719416,True,-0.29725610141104203,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
3,False,-0.3609148150635438,True,-0.06729325981707396,True,-0.028702761047832134,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
4,False,0.2134370583828195,True,0.024773214666929177,True,-0.06084593693163547,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
5,False,0.15462789692383141,True,0.05156126912648789,True,-0.02396753600228243,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
6,False,-0.07427186109799465,True,0.048433173386550614,True,0.19268880759907994,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
7,False,0.24266585215943487,True,-0.07772225807526219,True,-0.1158654590645077,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
8,False,-0.09102683446422982,True,0.025595415052656077,True,0.1536479450165086,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
9,False,0.004614943116157989,True,-0.10455360038940455,True,0.1452816715794752,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
10,False,0.10844186721033423,True,0.1838924177602446,True,-0.01262120586344789,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
11,False,-0.015816223278644723,True,0.09615138717861642,True,-0.011393723662552866,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
12,False,0.022178546848066263,True,0.1666163994251686,True,-0.023410948850323524,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
