,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.12951796936340654,True,0.1675371516612234,True,-0.030789840431241798,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,-0.07934429604933611,True,-0.06579796070464068,True,0.12487558823963946,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,0.10486811679929671,True,0.07962883660722309,True,-0.2898294875504377,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,0.023440604127082272,True,-0.15891537895840135,True,0.08356359983081739,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,0.17848308896518628,True,0.18801235522824258,True,-0.20259132044828831,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,0.05878877887619026,True,-0.04681299046355206,True,0.16018558062288074,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,-0.1980681828575788,True,-0.046297078891419464,True,-0.07183694734812685,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,0.04336409210543038,True,-0.16681325834132887,True,0.06515970668468696,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,0.18751679507574162,True,0.03273093032871084,True,0.1549686140559677,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,-0.08636514535236811,True,-0.07362007488441497,True,0.047922812656949865,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,-0.035112013608510344,True,-0.1337475932459859,True,0.039888327835372966,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,0.236759512403583,True,0.1274877502660835,True,0.0026759153635646984,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,0.09300668857556281,True,0.006526039023179444,True,0.01405697113770021,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,-0.08244934736524617,True,-0.005571553214200876,True,0.03727698489041051,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,0.09121896294069687,True,0.07779755838042808,True,-0.28524772958585914,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,-0.18590042337810522,True,-0.27373297961268594,True,0.17557549545616544,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,0.021200245781953123,True,0.1313657165070092,True,-0.19563275413083087,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,0.10019880051559713,True,-0.19365201345626887,True,-0.043362993711702505,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,0.12495679631802487,True,-0.15797697751161824,True,-0.037083012270006446,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,-0.06247560199546454,True,-0.038026597506551595,True,-0.02206707069043606,1000,random,uniform,Lime,10,1,LEFTIST'>
