,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,-0.25168155566460465,True,0.1585857036371179,True,-0.07330137283495902,mutate_both,100,TSEvo'>
1,False,-0.028457513858543,True,0.39735388610134303,True,0.22034155615400666,mutate_both,100,TSEvo'>
2,False,0.06753546688105787,True,0.6615691977131613,True,0.1417406568097561,mutate_both,100,TSEvo'>
3,False,-0.11320177560131763,True,0.23926986005815093,True,0.08394800392925385,mutate_both,100,TSEvo'>
4,False,0.05559755738431203,True,-0.24668661288743657,True,-0.15829673132925529,mutate_both,100,TSEvo'>
5,False,-0.17611986812812075,True,-0.0395959228226097,True,0.14835438837076864,mutate_both,100,TSEvo'>
6,False,0.11227999162104957,True,-0.07867495243460162,True,-0.09056821247317198,mutate_both,100,TSEvo'>
7,False,0.1442399852077342,True,0.4670222300674953,True,0.19303215497155635,mutate_both,100,TSEvo'>
8,False,0.11682274248989682,True,-0.4916342523635882,True,-0.5902492584789637,mutate_both,100,TSEvo'>
9,False,0.06703200424598019,True,0.158368070259329,True,-0.1602931244078658,mutate_both,100,TSEvo'>
10,False,-0.035071324964306975,True,0.125813045912792,True,0.1855802449321672,mutate_both,100,TSEvo'>
11,False,0.03284042238879104,True,-0.18527323197312123,True,-0.26050556537591185,mutate_both,100,TSEvo'>
12,False,-0.0621072753930513,True,0.06343547196485239,True,-0.03469231499515822,mutate_both,100,TSEvo'>
13,False,-0.02215316556487302,True,0.5158756778075627,True,0.14870208780633817,mutate_both,100,TSEvo'>
14,False,-0.07815539253874598,True,0.7289684939561428,True,0.2781992925900613,mutate_both,100,TSEvo'>
15,False,-0.03589967942905711,True,0.3199678985100497,True,0.14993366087995913,mutate_both,100,TSEvo'>
16,False,0.026695200474798793,True,-0.30968321348454464,True,0.050193327822594606,mutate_both,100,TSEvo'>
17,False,-0.05934167949231387,True,0.5280021296576626,True,0.22371518678623448,mutate_both,100,TSEvo'>
18,False,0.25180584678027185,True,0.7188249300221431,True,0.07291116634665971,mutate_both,100,TSEvo'>
19,False,0.09767863424376028,True,0.39737254760580454,True,-0.056285834519356565,mutate_both,100,TSEvo'>
