,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.145676501784396,True,0.0576316514934652,True,-0.01943120561039481,50,NG,dtw,500,1,NativeGuideCF'>
1,False,0.04234399069029673,True,-0.057740461954684984,True,-0.10108670905557991,50,NG,dtw,500,1,NativeGuideCF'>
2,False,-0.1386827061115245,True,-0.10928602054698688,True,-0.1297995124023305,50,NG,dtw,500,1,NativeGuideCF'>
3,False,-0.1115814558893426,True,0.02776657998678382,True,0.005486257435659999,50,NG,dtw,500,1,NativeGuideCF'>
4,False,0.04119243994020444,True,-0.005559353416084658,True,0.17504013791670225,50,NG,dtw,500,1,NativeGuideCF'>
5,False,0.07731872444771332,True,0.17141390131797937,True,-0.08715980549968087,50,NG,dtw,500,1,NativeGuideCF'>
6,False,0.15500308204400304,True,0.07311559934220341,True,0.20723018027577242,50,NG,dtw,500,1,NativeGuideCF'>
7,False,0.10902095879884016,True,-0.03628189957340016,True,-0.03473232890294855,50,NG,dtw,500,1,NativeGuideCF'>
8,False,0.15249118418585014,True,-0.13160060948598756,True,-0.14955710794143015,50,NG,dtw,500,1,NativeGuideCF'>
9,False,0.11353772866515632,True,-0.038879268596307616,True,-0.2513175165169894,50,NG,dtw,500,1,NativeGuideCF'>
10,False,-0.12168322997568617,True,0.0024923959835722927,True,-0.069852912956615,50,NG,dtw,500,1,NativeGuideCF'>
11,False,0.11677727696745764,True,-0.16980171608416894,True,0.17166935228730737,50,NG,dtw,500,1,NativeGuideCF'>
12,False,-0.12244858014628826,True,-0.05964062004279239,True,0.01311978749282016,50,NG,dtw,500,1,NativeGuideCF'>
13,False,-0.18324070557722447,True,0.20019232957136807,True,-0.21249450429699313,50,NG,dtw,500,1,NativeGuideCF'>
14,False,0.08937747190172537,True,-0.09426436959077186,True,0.14366144030190026,50,NG,dtw,500,1,NativeGuideCF'>
15,False,-0.11524464976078751,True,0.25147957260877907,True,0.026788083237210866,50,NG,dtw,500,1,NativeGuideCF'>
16,False,-0.13847165139402748,True,-0.22700009579608038,True,0.08987674681626998,50,NG,dtw,500,1,NativeGuideCF'>
17,False,0.05732844928757658,True,0.12416223515119298,True,0.007907934769645714,50,NG,dtw,500,1,NativeGuideCF'>
18,False,0.07397011671354868,True,-0.4129141894429598,True,-0.029442818054198152,50,NG,dtw,500,1,NativeGuideCF'>
19,False,-0.039841086822310245,True,-0.15000402137275676,True,0.06615433407433928,50,NG,dtw,500,1,NativeGuideCF'>
