,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,-0.012532159193617616,True,0.098474460746029,True,0.02952964664077013,authentic_opposing_information,100,TSEvo'>
1,False,0.03329138919877544,True,-0.030808635840830684,True,0.08811104070117172,authentic_opposing_information,100,TSEvo'>
2,False,-0.05722687554834214,True,-0.15507946556466512,True,-0.02242106621728264,authentic_opposing_information,100,TSEvo'>
3,False,0.026987739268475086,True,0.05428493713859888,True,-0.08158517333111942,authentic_opposing_information,100,TSEvo'>
4,False,-0.029166414471511103,True,-0.04588216067818053,True,-0.1723983490338077,authentic_opposing_information,100,TSEvo'>
5,False,-0.08106755398981817,True,-0.036023931867344136,True,-0.1428750724674928,authentic_opposing_information,100,TSEvo'>
6,False,0.029898845321928748,True,0.16418305643900513,True,0.017908478648398913,authentic_opposing_information,100,TSEvo'>
7,False,0.14428491780015312,True,0.2157417659188735,True,0.10837327810625233,authentic_opposing_information,100,TSEvo'>
8,False,0.13395335297987873,True,-0.2880387587436549,True,-0.026479256988408025,authentic_opposing_information,100,TSEvo'>
9,False,0.022801904644141766,True,-0.07233554295328692,True,0.016092625616227096,authentic_opposing_information,100,TSEvo'>
10,False,-0.012821983596990322,True,-0.19630903579270179,True,0.04337871950460756,authentic_opposing_information,100,TSEvo'>
11,False,-0.15823717944456514,True,0.16604084283511295,True,0.08233014477401891,authentic_opposing_information,100,TSEvo'>
12,False,0.05170091547257622,True,0.16815176054758058,True,-0.005169183988164293,authentic_opposing_information,100,TSEvo'>
13,False,-0.07636179480449312,True,0.009954038693188099,True,-0.0320647810511003,authentic_opposing_information,100,TSEvo'>
14,False,-0.18112397821066856,True,-0.01309260821889065,True,0.03701730439133842,authentic_opposing_information,100,TSEvo'>
15,False,-0.0900112427512988,True,-0.1353852778055155,True,0.0524476534619513,authentic_opposing_information,100,TSEvo'>
16,False,0.06738698206515673,True,-0.14678261013869678,True,0.003043490255288119,authentic_opposing_information,100,TSEvo'>
17,False,0.0020399560024483418,True,0.17462369688724919,True,-0.07401107642959004,authentic_opposing_information,100,TSEvo'>
18,False,0.040702892507272936,True,0.134996170891177,True,0.006969300469462944,authentic_opposing_information,100,TSEvo'>
19,False,0.15564746541576593,True,0.22475937663243822,True,-0.08140116632985792,authentic_opposing_information,100,TSEvo'>
