,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,-0.04626134149291172,True,0.1503229966412362,True,0.06728979466313934,mutate_both,100,TSEvo'>
1,False,0.08154888820349543,True,0.20551480817228424,True,0.09587043937421134,mutate_both,100,TSEvo'>
2,False,-0.0950463771091619,True,-0.423549418656514,True,-0.40572629642169794,mutate_both,100,TSEvo'>
3,False,0.03575369541959162,True,0.35450901007245134,True,0.3663912340346146,mutate_both,100,TSEvo'>
4,False,-0.26725327881602207,True,-0.39501006796509863,True,-0.581819541415081,mutate_both,100,TSEvo'>
5,False,-0.2107635322084234,True,-0.2743542208251871,True,-0.2397002887276211,mutate_both,100,TSEvo'>
6,False,-0.17918094101639542,True,-0.4760786350637448,True,-0.5102788258566606,mutate_both,100,TSEvo'>
7,False,0.017002885119865065,True,0.11572489618315639,True,0.030770979157679842,mutate_both,100,TSEvo'>
8,False,-0.07545034583360122,True,0.3949146015890787,True,0.20412153822791715,mutate_both,100,TSEvo'>
9,False,0.18308130289062127,True,0.4527217031699193,True,0.24222363790409795,mutate_both,100,TSEvo'>
10,False,-0.07987765701605105,True,0.3884377097700824,True,0.13925976387038236,mutate_both,100,TSEvo'>
11,False,-0.22417993557702842,True,-0.4642713451328239,True,-0.2290241717535769,mutate_both,100,TSEvo'>
12,False,-0.00722497787405373,True,0.39950570290953963,True,-0.036403394397976435,mutate_both,100,TSEvo'>
13,False,0.15072058789462192,True,0.07786152339189385,True,0.087849135734567,mutate_both,100,TSEvo'>
14,False,-0.026167662422463392,True,-0.3007236834145419,True,-0.06317088354386234,mutate_both,100,TSEvo'>
15,False,-0.08177000515959665,True,-0.5190235076854595,True,-0.33793495509089044,mutate_both,100,TSEvo'>
16,False,0.33377044398753447,True,0.5626191440416244,True,0.3610519916956399,mutate_both,100,TSEvo'>
17,False,-0.21152566648014126,True,-0.6114821312589148,True,-0.26608817292246706,mutate_both,100,TSEvo'>
18,False,-0.020530498054759712,True,0.03128080329773417,True,-0.1755434350526936,mutate_both,100,TSEvo'>
19,False,0.24809453232445677,True,0.5049980572237173,True,0.39310654043256754,mutate_both,100,TSEvo'>
