,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,-0.04322179109258773,True,-0.16074278141091858,True,-0.035621755699276225,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
1,False,-0.21737760119770563,True,0.011379675940831427,True,0.031790166944759675,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
2,False,0.08299068680553114,True,0.036280472544589125,True,-0.14280696579716887,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
3,False,0.27863178504581376,True,0.24936610120112615,True,0.06866657855715952,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
4,False,-0.07701318067991768,True,0.10573317364995233,True,-0.17634862611417734,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
5,False,0.10779670706485697,True,0.016378857786814523,True,-0.004184373131857338,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
6,False,-0.061561055596290985,True,-0.07446839502864092,True,-0.015087572554849658,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
7,False,-0.12163046666093737,True,-0.08241661062703544,True,-0.11955940011622197,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
8,False,-0.006891916272020555,True,-0.10448750402004547,True,-0.001914207509951818,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
9,False,-0.02004325426865315,True,-0.003678255934433219,True,0.06360681434336167,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
10,False,-0.2523589595007582,True,-0.21671126211330685,True,-0.1302747934197822,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
11,False,0.047983462304086816,True,-0.06419881087779908,True,-0.0847881663338423,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
12,False,0.0083735842443769,True,0.04460549830589494,True,0.0489314020199756,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
13,False,-0.06462853334153965,True,0.035831520423285274,True,-0.10047669125296266,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
14,False,-0.24295951606877825,True,-0.24535122462277037,True,-0.13317205477659058,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
15,False,0.1312193634873706,True,0.1600381231706074,True,-0.13656435489024404,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
16,False,0.06275614972164406,True,0.18478810165507628,True,0.10075990482941079,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
17,False,-0.19924277108873012,True,-0.035415616157970585,True,0.13422467686080844,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
18,False,0.05530519656790994,True,-0.07961341441771472,True,0.03624477294338645,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
19,False,0.23324549200694375,True,0.12483057492542553,True,0.13249514451152788,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
