,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,-0.29581198186490004,True,-0.04022894847774273,True,-0.05109794752502166,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
1,False,0.2935634086716678,True,0.15013365240935486,True,0.14776368373623097,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
2,False,0.0872587552458976,True,0.08230257650719404,True,-0.14409082610697257,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
3,False,0.0038443640977306416,True,-0.12681318999289357,True,-0.15203809902857948,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
4,False,-0.031173435746377598,True,-0.14215292555621595,True,0.12330476725881506,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
5,False,-0.10613250833901121,True,0.04319379513920161,True,-0.17411850000402804,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
6,False,-0.3380444254564294,True,-0.3542745504882944,True,-0.15796845283966593,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
7,False,0.08516763100297717,True,0.18043233955064653,True,-0.0864991663090644,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
8,False,-0.1681130566699054,True,-0.2016079196379789,True,-0.1369241768017754,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
9,False,-0.09168714897733929,True,-0.16598284015943407,True,-0.31851082224813726,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
10,False,-0.1843654791441983,True,-0.020519873056094838,True,-0.03968811461834286,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
11,False,0.025330779061758613,True,0.03701941209399342,True,-0.09846243333347847,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
12,False,0.17346617164404268,True,-0.01996043193933551,True,0.1396512095941264,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
13,False,-0.2205473792752856,True,-0.16600699574053598,True,-0.013490471614284,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
14,False,0.09583213545269119,True,-0.03479803854608714,True,0.07511339187249197,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
15,False,0.02341089772529202,True,-0.12339504470095142,True,-0.34246498864253855,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
16,False,-0.0427328465834539,True,0.02284263371886297,True,-0.11277168953224105,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
17,False,0.0960260330653846,True,-0.05624975934946156,True,-0.029446212890352177,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
18,False,0.24943335649372103,True,0.08408419524504757,True,0.06605795540904523,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
