,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.07497388005013066,True,0.1390871866843689,True,0.06304053349622273,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,False,0.19406683741750633,True,-0.034739423151871514,True,-0.1686683902918174,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,False,0.18588424102170045,True,0.18538725238055243,True,0.015713373749291097,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,False,-0.0722209400828806,True,-0.200618152774397,True,0.09462798931098451,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,False,-0.04733307920214774,True,0.08126586961756421,True,-0.23462845640911056,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,False,-0.07429909755081368,True,0.12362743439504505,True,-0.1638482014296471,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,False,0.020721354825326232,True,-0.102089142937768,True,-0.09840918803693412,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,False,0.019349967493297784,True,-0.07875710652152455,True,0.08451282840798564,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,False,0.11098661285705862,True,-0.20654286078686668,True,-0.06855378121003568,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,False,0.10797965668453681,True,0.2977393483228522,True,0.11019335543616077,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,False,0.08138903741337335,True,0.11294188654005362,True,0.18458253777728786,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,False,0.15775037850592855,True,0.11746288622971576,True,0.010621836391293854,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,False,-0.14607110036446005,True,0.018043498279784503,True,-0.025488579602985825,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,False,0.02923625667499035,True,0.1435650065585121,True,0.11754163896402628,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,False,0.048246250737537716,True,-0.10061145354238252,True,-0.040572075585033195,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,False,0.02564707863638279,True,-0.06987233410799439,True,-0.06610955605770182,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,False,-0.23160401065656208,True,-0.23478125184264068,True,0.18940371616510893,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,False,-0.28359903310590606,True,-0.16131302522442728,True,0.11656630257236128,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,False,-0.10823325897036853,True,-0.29420609907444956,True,-0.025363684879715024,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,False,-0.04478298660313716,True,-0.03928413571042006,True,-0.23115334385965633,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
