,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.15242800432459094,True,0.30442078755291363,True,0.0535541053020598,1000,random,uniform,SHAP,10,1,LEFTIST'>
1,False,0.23358392636274775,True,0.43815960544676735,True,0.44376886273113664,1000,random,uniform,SHAP,10,1,LEFTIST'>
2,False,0.1100498762926332,True,0.24843304996425397,True,0.3794029624393758,1000,random,uniform,SHAP,10,1,LEFTIST'>
3,False,0.15321268212034048,True,0.7647381735429049,True,0.18799557060809508,1000,random,uniform,SHAP,10,1,LEFTIST'>
4,False,-0.001078989904001881,True,-0.4417150189747168,True,0.20726395349103277,1000,random,uniform,SHAP,10,1,LEFTIST'>
5,False,0.31281544342609563,True,0.4469192675268199,True,-0.3819708378098084,1000,random,uniform,SHAP,10,1,LEFTIST'>
6,False,0.1847386073534009,True,0.40319336615458773,True,-0.4545602268593596,1000,random,uniform,SHAP,10,1,LEFTIST'>
7,False,0.21617798363475668,True,0.48957481017162086,True,0.4382046998091958,1000,random,uniform,SHAP,10,1,LEFTIST'>
8,False,-0.052927868857385055,True,-0.11249436500391673,True,0.13408013956621498,1000,random,uniform,SHAP,10,1,LEFTIST'>
9,False,-0.05709754318280643,True,0.09871989089683345,True,0.04420796880130682,1000,random,uniform,SHAP,10,1,LEFTIST'>
10,False,0.36418823661570104,True,0.39738055330452976,True,0.5327716283971586,1000,random,uniform,SHAP,10,1,LEFTIST'>
11,False,0.17470806238895686,True,-0.28755776189869436,True,0.05576567896236667,1000,random,uniform,SHAP,10,1,LEFTIST'>
12,False,0.20467528322405937,True,0.5452770830916387,True,-0.44829645178983507,1000,random,uniform,SHAP,10,1,LEFTIST'>
13,False,0.1797041127032647,True,0.4821212986341529,True,-0.4488326513546128,1000,random,uniform,SHAP,10,1,LEFTIST'>
14,False,0.1142126768178462,True,0.012440587346120548,True,0.5631850799337851,1000,random,uniform,SHAP,10,1,LEFTIST'>
15,False,0.07195681184040885,True,0.39284772011440244,True,-0.40992810972761384,1000,random,uniform,SHAP,10,1,LEFTIST'>
16,False,0.3091375574069704,True,0.27723643095101047,True,-0.22723575562329112,1000,random,uniform,SHAP,10,1,LEFTIST'>
17,False,-0.006441648470760342,True,0.3308583392719337,True,-0.1789251616590935,1000,random,uniform,SHAP,10,1,LEFTIST'>
18,False,0.03917015723564221,True,-0.19284884173927497,True,0.4627462688837252,1000,random,uniform,SHAP,10,1,LEFTIST'>
19,False,0.26259203277447707,True,0.6763121334122186,True,-0.1828990234402286,1000,random,uniform,SHAP,10,1,LEFTIST'>
