,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,False,-0.08903351423740635,True,0.016642278846377034,True,0.1303500729975955,GRAD,True,Saliency_PTY'>
1,False,0.12054083292907748,True,0.01565240296152242,True,-0.0031679831798913025,GRAD,True,Saliency_PTY'>
2,False,-0.0945933086583615,True,-0.09515832993376784,True,0.11242358994460024,GRAD,True,Saliency_PTY'>
3,False,-0.05966428115877277,True,0.12023070764077977,True,-0.011273162636614794,GRAD,True,Saliency_PTY'>
4,False,-0.1437615354029171,True,-0.22305394839490508,True,-5.498409847680798e-06,GRAD,True,Saliency_PTY'>
5,False,0.01844994875298541,True,0.06758310969762374,True,0.16538034048643938,GRAD,True,Saliency_PTY'>
6,False,-0.13350230031545265,True,0.02524987220281835,True,-0.12949989005063955,GRAD,True,Saliency_PTY'>
7,False,-0.0849240066163067,True,-0.12652146483882987,True,-0.10384291596058941,GRAD,True,Saliency_PTY'>
8,False,-0.08623602755437558,True,0.03617556251210431,True,0.02499703874448027,GRAD,True,Saliency_PTY'>
9,False,0.06920312172798392,True,0.005865296267606485,True,-0.1792595217373153,GRAD,True,Saliency_PTY'>
10,False,0.003570502175609551,True,-0.09754951234213455,True,-0.05265510241743756,GRAD,True,Saliency_PTY'>
11,False,-0.07804264210282075,True,0.0098645609414188,True,0.008333408828228072,GRAD,True,Saliency_PTY'>
12,False,-0.05538378899329097,True,0.06856324489010163,True,0.1896174829340537,GRAD,True,Saliency_PTY'>
13,False,0.12561431737821135,True,0.12073919298511146,True,-0.033916479933794964,GRAD,True,Saliency_PTY'>
14,False,-0.014639612166327845,True,-0.12000179178422747,True,-0.05884228632809929,GRAD,True,Saliency_PTY'>
15,False,0.05503855282167746,True,-0.042626264796916974,True,0.13700343099437623,GRAD,True,Saliency_PTY'>
16,False,-0.07563556616264244,True,-0.05393642497826439,True,-0.11898411209353077,GRAD,True,Saliency_PTY'>
17,False,-0.04887238249556777,True,-0.07377583194947153,True,0.040321324260174984,GRAD,True,Saliency_PTY'>
18,False,-0.06915310830211902,True,-0.022065287817803664,True,-0.05468525823202994,GRAD,True,Saliency_PTY'>
19,False,-0.1219335802784238,True,-0.23920217401059196,True,-0.09589327146655505,GRAD,True,Saliency_PTY'>
