,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,False,-0.031641300764797084,True,0.1403741217282535,True,-0.07169340306762838,SG,False,Saliency_PTY'>
1,False,0.2764166567722326,True,0.556541721946448,True,0.05258707195948266,SG,False,Saliency_PTY'>
2,False,0.13827168033176795,True,0.020682678735836256,True,0.18053349161946997,SG,False,Saliency_PTY'>
3,False,0.11851991831331715,True,0.2081193641190029,True,0.35115059859523645,SG,False,Saliency_PTY'>
4,False,0.04841782015658112,True,0.45950863173813783,True,-0.06296249302843658,SG,False,Saliency_PTY'>
5,False,0.036666523003115126,True,-0.048149485500278234,True,0.0907523853820482,SG,False,Saliency_PTY'>
6,False,-0.08620191424673562,True,-0.24766570730117196,True,-0.10799632589658965,SG,False,Saliency_PTY'>
7,False,0.29546026312331747,True,0.348751631499954,True,-0.012151233880330601,SG,False,Saliency_PTY'>
8,False,0.1520381311175255,True,0.2280272291732858,True,-0.10636496022797287,SG,False,Saliency_PTY'>
9,False,0.025252038436815324,True,0.15104218115832055,True,0.35504601797959257,SG,False,Saliency_PTY'>
10,False,0.12388146014054761,True,-0.05771850094718313,True,0.04946652165129613,SG,False,Saliency_PTY'>
11,False,0.16450278733578166,True,0.2721375088769383,True,-0.0015678563577283294,SG,False,Saliency_PTY'>
12,False,-0.061797051500202926,True,0.036474910756659935,True,-0.30809992761219274,SG,False,Saliency_PTY'>
13,False,-0.08065390957511887,True,-0.19232796990303075,True,-0.1563584602406793,SG,False,Saliency_PTY'>
14,False,0.1269488530789106,True,0.27341377189009824,True,0.021515261677246822,SG,False,Saliency_PTY'>
15,False,0.24210412406929344,True,0.09581253833145162,True,0.21682230612455028,SG,False,Saliency_PTY'>
16,False,0.04690791633748221,True,0.044111064079219886,True,-0.1357071500277737,SG,False,Saliency_PTY'>
17,False,0.23743704218759276,True,0.16353216897907638,True,-0.1382368907315281,SG,False,Saliency_PTY'>
18,False,0.05299268844118704,True,0.34282193692399804,True,0.06996500688873213,SG,False,Saliency_PTY'>
19,False,0.07380882076763337,True,0.26777846898136354,True,-0.05695439743931786,SG,False,Saliency_PTY'>
