,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.11683846485583128,True,-0.019141864526399578,True,-0.0712676049403174,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,-0.06472500606122585,True,0.3406907180846468,True,0.27857453042381664,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,0.377371212198198,True,0.25931495953843686,True,0.1891688197948068,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,0.309175083662083,True,0.49763731951574364,True,0.4909334236843798,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,0.44959245495283856,True,0.4565961967999619,True,0.2309891629643073,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,0.046630375007929804,True,-0.0433935814060928,True,0.1595143378064679,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,-0.0422862732254074,True,-0.0949664891393055,True,0.11684532054420564,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,0.17598497185728673,True,0.2162882304689245,True,-0.17491961441895706,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,-0.07559245935339384,True,-0.009012666736209473,True,-0.2342069809048949,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,-0.06198755494455392,True,-0.2029912737154072,True,-0.0100542285679424,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,0.382843864110884,True,0.6901274744998396,True,-0.0002973629841099539,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,-0.059227366304233524,True,-0.06625602322935276,True,-0.08836784654584949,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,0.285435729140837,True,0.5403783973535308,True,0.32867166121543423,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,0.12151459976590964,True,-0.012923385098655902,True,0.09156134028323745,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,0.13018124285589894,True,0.11584291577152214,True,0.07321441782793214,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,0.40153387188776934,True,0.4209590798845129,True,0.4169911343452392,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,-0.1404361553325352,True,-0.062105255465418265,True,-0.15571361839999268,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,0.023557434740432398,True,-0.043401834908253285,True,0.05215613032331013,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,0.1784934518051768,True,0.2176693916277994,True,-0.13414886094400547,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,0.10143365405424619,True,0.48258404920602344,True,0.3054752852100121,1000,random,uniform,Lime,10,1,LEFTIST'>
