,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.10139166628850828,True,0.0878742400196388,True,0.06900858023555985,1000,random,uniform,SHAP,10,1,LEFTIST'>
1,False,-0.06888687425259378,True,0.054633314716802106,True,-0.0009205531788210354,1000,random,uniform,SHAP,10,1,LEFTIST'>
2,False,-0.13955174342398702,True,-0.1989768029470427,True,0.3098201256968995,1000,random,uniform,SHAP,10,1,LEFTIST'>
3,False,-0.005814294592721684,True,0.004372834608342371,True,-0.2277352821705311,1000,random,uniform,SHAP,10,1,LEFTIST'>
4,False,0.12965613831109554,True,0.10852494516781709,True,0.038759620009066284,1000,random,uniform,SHAP,10,1,LEFTIST'>
5,False,-0.11858979211658469,True,0.15620250821109669,True,0.043005603095692804,1000,random,uniform,SHAP,10,1,LEFTIST'>
6,False,0.14050368238654734,True,0.39300411773854244,True,0.3034327291607979,1000,random,uniform,SHAP,10,1,LEFTIST'>
7,False,-0.04699169074981103,True,0.10764189180054579,True,-0.025774079538994424,1000,random,uniform,SHAP,10,1,LEFTIST'>
8,False,0.18872056061976306,True,0.08824651192326739,True,-0.2657896105029429,1000,random,uniform,SHAP,10,1,LEFTIST'>
9,False,0.19669914660641263,True,0.21865662454358764,True,-0.09198269655489491,1000,random,uniform,SHAP,10,1,LEFTIST'>
10,False,0.31778396194092473,True,0.068093193533872,True,0.05204032503840058,1000,random,uniform,SHAP,10,1,LEFTIST'>
11,False,0.2965689451938707,True,-0.007142372594550744,True,0.13742674518810835,1000,random,uniform,SHAP,10,1,LEFTIST'>
12,False,-0.055644686664363396,True,0.3529487278328454,True,0.10269623677247748,1000,random,uniform,SHAP,10,1,LEFTIST'>
13,False,-0.09070835763020421,True,0.2923572111360283,True,0.2995310744066285,1000,random,uniform,SHAP,10,1,LEFTIST'>
14,False,-0.10186863965423441,True,-0.09094670020870983,True,-0.11052433389160454,1000,random,uniform,SHAP,10,1,LEFTIST'>
15,False,0.15631586036343295,True,0.29692505853793316,True,-0.09303871210547258,1000,random,uniform,SHAP,10,1,LEFTIST'>
16,False,0.12050305795776428,True,0.2733837237299687,True,-0.06004394004975553,1000,random,uniform,SHAP,10,1,LEFTIST'>
17,False,0.15299270873663248,True,0.45628859329768745,True,-0.28859799586342394,1000,random,uniform,SHAP,10,1,LEFTIST'>
18,False,0.19060136972773867,True,0.10427418330928642,True,0.012434961757607128,1000,random,uniform,SHAP,10,1,LEFTIST'>
19,False,-0.026066827503789254,True,-0.04688395837232812,True,-0.07017470963420726,1000,random,uniform,SHAP,10,1,LEFTIST'>
