,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,0.0036057747360911116,True,0.2884163894651335,True,0.12703170647957202,authentic_opposing_information,100,TSEvo'>
1,False,-0.006174588821735041,True,-0.5444416977176567,True,-0.2375821292834719,authentic_opposing_information,100,TSEvo'>
2,False,0.1641696216514223,True,-0.04824652620367986,True,-0.15970579618220693,authentic_opposing_information,100,TSEvo'>
3,False,-0.0512463888096162,True,0.31140048365882406,True,-0.20783500517960174,authentic_opposing_information,100,TSEvo'>
4,False,-0.018060789153580493,True,0.4241871199396908,True,0.2568262283938214,authentic_opposing_information,100,TSEvo'>
5,False,0.14761480279813538,True,0.4116552400850899,True,-0.1933807250646306,authentic_opposing_information,100,TSEvo'>
6,False,0.014972631143899821,True,-0.3022323024417165,True,0.023257913363679612,authentic_opposing_information,100,TSEvo'>
7,False,-0.03758899556823532,True,0.37999506894447715,True,0.019263555395436074,authentic_opposing_information,100,TSEvo'>
8,False,0.04508982961119333,True,0.5008759619000779,True,0.16977372508304975,authentic_opposing_information,100,TSEvo'>
9,False,0.16968349490413745,True,0.2604273271221003,True,0.04674175172836611,authentic_opposing_information,100,TSEvo'>
10,False,-0.11725855195239791,True,0.19683814228743643,True,0.15825100287654406,authentic_opposing_information,100,TSEvo'>
11,False,-0.03416345551981985,True,0.5276747662342928,True,0.33541733410081315,authentic_opposing_information,100,TSEvo'>
12,False,0.030132259524680703,True,0.5609301416831812,True,0.22635832431936231,authentic_opposing_information,100,TSEvo'>
13,False,-0.12088217247456615,True,-0.6163257809309226,True,-0.35150022493126737,authentic_opposing_information,100,TSEvo'>
14,False,0.04506918087624807,True,0.40171122565835793,True,0.10642159916006794,authentic_opposing_information,100,TSEvo'>
15,False,-0.007469229937051142,True,-0.14658538536957216,True,-0.07767880382757135,authentic_opposing_information,100,TSEvo'>
16,False,-0.0432729417260309,True,0.4390705536263685,True,0.4716145348245989,authentic_opposing_information,100,TSEvo'>
17,False,-0.20171863971502105,True,-0.02296516974598904,True,-0.1371625698698253,authentic_opposing_information,100,TSEvo'>
18,False,0.0452914973382428,True,-0.030482285569929355,True,0.019761058306562433,authentic_opposing_information,100,TSEvo'>
19,False,-0.14429155877694852,True,0.15948325343630348,True,-0.2442796011501991,authentic_opposing_information,100,TSEvo'>
