,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,-0.05827388700006198,True,-0.6658352572706178,True,-0.45662878765844095,50,NG,dtw,500,1,NativeGuideCF'>
1,False,-0.16471839484047168,True,-0.5010248947404985,True,0.0725184761788036,50,NG,dtw,500,1,NativeGuideCF'>
2,False,0.1407371490922547,True,0.6638160089784084,True,0.6208899778057138,50,NG,dtw,500,1,NativeGuideCF'>
3,False,0.06491440567601318,True,0.6741352797326242,True,-0.31047143409455585,50,NG,dtw,500,1,NativeGuideCF'>
4,False,0.19889210773989144,True,0.11515080613375044,True,0.39364037124838036,50,NG,dtw,500,1,NativeGuideCF'>
5,False,0.19647395161122277,True,0.09407391102785786,True,0.16837161792952665,50,NG,dtw,500,1,NativeGuideCF'>
6,False,0.07032921944383448,True,0.33814382609932225,True,0.3544695447723884,50,NG,dtw,500,1,NativeGuideCF'>
7,False,-0.38285735095109463,True,-0.7144485074798238,True,-0.11735359820133749,50,NG,dtw,500,1,NativeGuideCF'>
8,False,0.24685677447189497,True,0.6545238628066916,True,0.28396257608982955,50,NG,dtw,500,1,NativeGuideCF'>
9,False,0.13576727652479295,True,0.6456266420956097,True,0.046243545491846554,50,NG,dtw,500,1,NativeGuideCF'>
10,False,-0.2968361227709897,True,-0.6957938230940456,True,-0.2609784519974574,50,NG,dtw,500,1,NativeGuideCF'>
11,False,-0.21530073814936881,True,-0.22677855916656942,True,-0.15386683977724377,50,NG,dtw,500,1,NativeGuideCF'>
12,False,-0.02376883073426596,True,-0.6979615254500505,True,-0.2941137290116505,50,NG,dtw,500,1,NativeGuideCF'>
13,False,-0.0474158692799759,True,-0.8737610946366828,True,-0.08498252512404818,50,NG,dtw,500,1,NativeGuideCF'>
14,False,-0.12193938238267793,True,-0.1786326623120626,True,-0.5445365062091339,50,NG,dtw,500,1,NativeGuideCF'>
15,False,-0.26946444628541466,True,-0.6346029785800543,True,0.012648540071852092,50,NG,dtw,500,1,NativeGuideCF'>
16,False,-0.0812965366820352,True,-0.239926623455327,True,-0.4081203390321202,50,NG,dtw,500,1,NativeGuideCF'>
17,False,-0.17778597660122333,True,-0.5165504098192213,True,-0.2874896282529152,50,NG,dtw,500,1,NativeGuideCF'>
18,False,0.2585114810722405,True,0.48548344139782584,True,0.027195993252291727,50,NG,dtw,500,1,NativeGuideCF'>
19,False,-0.038890040748359944,True,0.466967060701011,True,0.12995739797157588,50,NG,dtw,500,1,NativeGuideCF'>
