,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.252966382251814,GS,False,Saliency_PTY'>
1,True,-0.19260287161887543,GS,False,Saliency_PTY'>
2,True,0.31554137474238775,GS,False,Saliency_PTY'>
3,True,0.056080997675198606,GS,False,Saliency_PTY'>
4,True,0.2611972531504867,GS,False,Saliency_PTY'>
5,True,-0.26669730518273466,GS,False,Saliency_PTY'>
6,True,-0.02396611528156372,GS,False,Saliency_PTY'>
7,True,-0.2858939336818466,GS,False,Saliency_PTY'>
8,True,0.10604902233367078,GS,False,Saliency_PTY'>
9,True,0.28149796768870616,GS,False,Saliency_PTY'>
10,True,0.2911345895043533,GS,False,Saliency_PTY'>
11,True,-0.15945856323924162,GS,False,Saliency_PTY'>
12,True,-0.022117363470902547,GS,False,Saliency_PTY'>
13,True,-0.14594379723744297,GS,False,Saliency_PTY'>
14,True,-0.12720847330837598,GS,False,Saliency_PTY'>
15,True,0.12721437019215964,GS,False,Saliency_PTY'>
16,True,0.2114001048534477,GS,False,Saliency_PTY'>
17,True,0.1986199824888927,GS,False,Saliency_PTY'>
18,True,-0.269158726720446,GS,False,Saliency_PTY'>
19,True,-0.034025674102845835,GS,False,Saliency_PTY'>
