,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.12131779354940916,IG,False,Saliency_PTY'>
1,True,0.33201154272485,IG,False,Saliency_PTY'>
2,True,0.020356870136702527,IG,False,Saliency_PTY'>
3,True,0.1486696471505855,IG,False,Saliency_PTY'>
4,True,0.4962260608803345,IG,False,Saliency_PTY'>
5,True,0.3978116450051705,IG,False,Saliency_PTY'>
6,True,0.14585727084761996,IG,False,Saliency_PTY'>
7,True,-0.01350639266292414,IG,False,Saliency_PTY'>
8,True,-0.11230921514963298,IG,False,Saliency_PTY'>
9,True,0.1928868095396132,IG,False,Saliency_PTY'>
10,True,0.19887974398070066,IG,False,Saliency_PTY'>
11,True,-0.11971310065850357,IG,False,Saliency_PTY'>
12,True,-0.03664221357187118,IG,False,Saliency_PTY'>
13,True,0.09355930159983462,IG,False,Saliency_PTY'>
14,True,-0.00903485906131606,IG,False,Saliency_PTY'>
15,True,0.03162460134627375,IG,False,Saliency_PTY'>
16,True,0.18430216256258536,IG,False,Saliency_PTY'>
17,True,0.4465223317984224,IG,False,Saliency_PTY'>
18,True,0.15800755857229368,IG,False,Saliency_PTY'>
19,True,-0.11433439978360577,IG,False,Saliency_PTY'>
