,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,,GS,True,Saliency_PTY'>
1,True,0.11109989477887966,GS,True,Saliency_PTY'>
2,True,0.08632752146202734,GS,True,Saliency_PTY'>
3,True,,GS,True,Saliency_PTY'>
4,True,0.19137688265214667,GS,True,Saliency_PTY'>
5,True,0.014034452510168851,GS,True,Saliency_PTY'>
6,True,0.0034763853742656933,GS,True,Saliency_PTY'>
7,True,,GS,True,Saliency_PTY'>
8,True,-0.1475807543488442,GS,True,Saliency_PTY'>
9,True,0.03677192282796872,GS,True,Saliency_PTY'>
10,True,-0.08237882778173439,GS,True,Saliency_PTY'>
11,True,,GS,True,Saliency_PTY'>
12,True,-0.08341233527681977,GS,True,Saliency_PTY'>
13,True,-0.014272246879162186,GS,True,Saliency_PTY'>
14,True,,GS,True,Saliency_PTY'>
15,True,,GS,True,Saliency_PTY'>
16,True,-0.04690331360647675,GS,True,Saliency_PTY'>
17,True,0.020930503549371513,GS,True,Saliency_PTY'>
18,True,,GS,True,Saliency_PTY'>
19,True,,GS,True,Saliency_PTY'>
