,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,,SG,True,Saliency_PTY'>
1,True,-0.1922444952243236,SG,True,Saliency_PTY'>
2,True,-0.035803548464818924,SG,True,Saliency_PTY'>
3,True,,SG,True,Saliency_PTY'>
4,True,-0.14402604872006172,SG,True,Saliency_PTY'>
5,True,-0.05393544776678107,SG,True,Saliency_PTY'>
6,True,-0.12263587104105975,SG,True,Saliency_PTY'>
7,True,,SG,True,Saliency_PTY'>
8,True,-0.010981580033629682,SG,True,Saliency_PTY'>
9,True,0.007022915068351027,SG,True,Saliency_PTY'>
10,True,0.1600554214957677,SG,True,Saliency_PTY'>
11,True,,SG,True,Saliency_PTY'>
12,True,0.012943891029550514,SG,True,Saliency_PTY'>
13,True,-0.016267982922465198,SG,True,Saliency_PTY'>
14,True,,SG,True,Saliency_PTY'>
15,True,,SG,True,Saliency_PTY'>
16,True,-0.19273552044394404,SG,True,Saliency_PTY'>
17,True,-0.03497556708863459,SG,True,Saliency_PTY'>
18,True,,SG,True,Saliency_PTY'>
19,True,,SG,True,Saliency_PTY'>
