,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.1466061304765559,GS,True,Saliency_PTY'>
1,True,-0.2133052141552593,GS,True,Saliency_PTY'>
2,True,-0.03214375220258936,GS,True,Saliency_PTY'>
3,True,-0.16037480935090617,GS,True,Saliency_PTY'>
4,True,0.05237422398786274,GS,True,Saliency_PTY'>
5,True,0.10879743899764703,GS,True,Saliency_PTY'>
6,True,0.14795435648183053,GS,True,Saliency_PTY'>
7,True,-0.033609983806456536,GS,True,Saliency_PTY'>
8,True,0.11856096264925009,GS,True,Saliency_PTY'>
9,True,0.1681224857699404,GS,True,Saliency_PTY'>
10,True,0.22186520225233117,GS,True,Saliency_PTY'>
11,True,-0.007591345346418056,GS,True,Saliency_PTY'>
12,True,0.06757520803116081,GS,True,Saliency_PTY'>
13,True,0.007940074818360723,GS,True,Saliency_PTY'>
14,True,0.03199506134768319,GS,True,Saliency_PTY'>
15,True,-0.021259728605385702,GS,True,Saliency_PTY'>
16,True,0.09346331757992267,GS,True,Saliency_PTY'>
17,True,0.20501055160261364,GS,True,Saliency_PTY'>
18,True,-0.2378277867809199,GS,True,Saliency_PTY'>
19,True,0.11123159404456179,GS,True,Saliency_PTY'>
