,monoton_synthetic,faithfulness_correlation_synthetic,transformer,epochs,explanation
0,True,-0.1600483070122573,authentic_opposing_information,100,TSEvo'>
1,True,-0.05367514525228842,authentic_opposing_information,100,TSEvo'>
2,True,0.20700258260710633,authentic_opposing_information,100,TSEvo'>
3,True,0.06916132425379035,authentic_opposing_information,100,TSEvo'>
4,True,-0.07641963941429418,authentic_opposing_information,100,TSEvo'>
5,True,0.14150369611466276,authentic_opposing_information,100,TSEvo'>
6,True,0.03900954887177781,authentic_opposing_information,100,TSEvo'>
7,True,0.09078086960717074,authentic_opposing_information,100,TSEvo'>
8,True,0.23682261545411767,authentic_opposing_information,100,TSEvo'>
9,True,0.11656361436955026,authentic_opposing_information,100,TSEvo'>
10,True,-0.09760345522130288,authentic_opposing_information,100,TSEvo'>
11,True,-0.018541516039526876,authentic_opposing_information,100,TSEvo'>
12,True,-0.0516738597511879,authentic_opposing_information,100,TSEvo'>
13,True,0.08917057140478483,authentic_opposing_information,100,TSEvo'>
14,True,0.11706906606836875,authentic_opposing_information,100,TSEvo'>
15,True,-0.1584607966622043,authentic_opposing_information,100,TSEvo'>
16,True,-0.0794288807945751,authentic_opposing_information,100,TSEvo'>
17,True,0.014138871028454188,authentic_opposing_information,100,TSEvo'>
18,True,0.1860479807069276,authentic_opposing_information,100,TSEvo'>
19,True,0.10381222404677237,authentic_opposing_information,100,TSEvo'>
