,monoton_synthetic,faithfulness_correlation_synthetic,transformer,epochs,explanation
0,True,0.19157986525561807,authentic_opposing_information,100,TSEvo'>
1,True,-0.07796077382714788,authentic_opposing_information,100,TSEvo'>
2,True,0.34433432188861834,authentic_opposing_information,100,TSEvo'>
3,True,-0.0656165068301527,authentic_opposing_information,100,TSEvo'>
4,True,0.39136664501134805,authentic_opposing_information,100,TSEvo'>
5,True,-0.15843077587188625,authentic_opposing_information,100,TSEvo'>
6,True,0.0334228307707073,authentic_opposing_information,100,TSEvo'>
7,True,-0.24228741436821927,authentic_opposing_information,100,TSEvo'>
8,True,-0.10620622578217823,authentic_opposing_information,100,TSEvo'>
9,True,0.2770879744478146,authentic_opposing_information,100,TSEvo'>
10,True,0.187420934153818,authentic_opposing_information,100,TSEvo'>
11,True,-0.0653546660556899,authentic_opposing_information,100,TSEvo'>
12,True,-0.12018839404057305,authentic_opposing_information,100,TSEvo'>
13,True,-0.2237539922348112,authentic_opposing_information,100,TSEvo'>
14,True,-0.06483203165634452,authentic_opposing_information,100,TSEvo'>
15,True,0.1283681999746903,authentic_opposing_information,100,TSEvo'>
16,True,0.28050179473924425,authentic_opposing_information,100,TSEvo'>
17,True,0.08693799361833121,authentic_opposing_information,100,TSEvo'>
18,True,-0.17882732418215433,authentic_opposing_information,100,TSEvo'>
19,True,-0.19662344007895177,authentic_opposing_information,100,TSEvo'>
