,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.2421276724966778,authentic_opposing_information,100,TSEvo'>
1,True,-0.09615583881561662,authentic_opposing_information,100,TSEvo'>
2,True,-0.29727313929091986,authentic_opposing_information,100,TSEvo'>
3,True,-0.22654247527109064,authentic_opposing_information,100,TSEvo'>
4,True,-0.01037811128771067,authentic_opposing_information,100,TSEvo'>
5,True,0.05472736299234202,authentic_opposing_information,100,TSEvo'>
6,True,0.19513064065532534,authentic_opposing_information,100,TSEvo'>
7,True,-0.2467446558105805,authentic_opposing_information,100,TSEvo'>
8,True,-0.13447328896356997,authentic_opposing_information,100,TSEvo'>
9,True,0.1498421428485398,authentic_opposing_information,100,TSEvo'>
10,True,0.14982030358510143,authentic_opposing_information,100,TSEvo'>
11,True,-0.1647784791040774,authentic_opposing_information,100,TSEvo'>
12,True,-0.05977258863401502,authentic_opposing_information,100,TSEvo'>
13,True,0.15057743734067514,authentic_opposing_information,100,TSEvo'>
14,True,-0.2608543581169997,authentic_opposing_information,100,TSEvo'>
15,True,-0.06021941121289447,authentic_opposing_information,100,TSEvo'>
16,True,-0.06696278904291142,authentic_opposing_information,100,TSEvo'>
17,True,0.19237108831636307,authentic_opposing_information,100,TSEvo'>
18,True,-0.09234371883043584,authentic_opposing_information,100,TSEvo'>
19,True,-0.16098600478125996,authentic_opposing_information,100,TSEvo'>
