,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.2955890416807709,GRAD,False,Saliency_PTY'>
1,True,0.2395719841195133,GRAD,False,Saliency_PTY'>
2,True,-0.22964550248326587,GRAD,False,Saliency_PTY'>
3,True,-0.1431709567616789,GRAD,False,Saliency_PTY'>
4,True,-0.035393693687381905,GRAD,False,Saliency_PTY'>
5,True,-0.10999329043752673,GRAD,False,Saliency_PTY'>
6,True,0.0296708358589317,GRAD,False,Saliency_PTY'>
7,True,-0.29186840278533893,GRAD,False,Saliency_PTY'>
8,True,-0.26789896789655315,GRAD,False,Saliency_PTY'>
9,True,-0.1960467589599483,GRAD,False,Saliency_PTY'>
10,True,-0.12081167511262929,GRAD,False,Saliency_PTY'>
11,True,0.07798515360360297,GRAD,False,Saliency_PTY'>
12,True,-0.016396338218340818,GRAD,False,Saliency_PTY'>
13,True,0.2916005610741724,GRAD,False,Saliency_PTY'>
14,True,-0.1690741701703248,GRAD,False,Saliency_PTY'>
15,True,0.2620825264384371,GRAD,False,Saliency_PTY'>
16,True,0.021458712601180867,GRAD,False,Saliency_PTY'>
17,True,0.03403020869406562,GRAD,False,Saliency_PTY'>
18,True,-0.21088857312483172,GRAD,False,Saliency_PTY'>
19,True,-0.27985331949310593,GRAD,False,Saliency_PTY'>
