,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.173953126754537,IG,True,Saliency_PTY'>
1,True,0.22583008977855362,IG,True,Saliency_PTY'>
2,True,0.1229445919336486,IG,True,Saliency_PTY'>
3,True,-0.1141354729178083,IG,True,Saliency_PTY'>
4,True,0.007063679412342282,IG,True,Saliency_PTY'>
5,True,0.09688092878268219,IG,True,Saliency_PTY'>
6,True,-0.06446296021662418,IG,True,Saliency_PTY'>
7,True,0.2165078004375089,IG,True,Saliency_PTY'>
8,True,0.28311513422522405,IG,True,Saliency_PTY'>
9,True,0.009069696250114638,IG,True,Saliency_PTY'>
10,True,-0.030140730851365427,IG,True,Saliency_PTY'>
11,True,0.12462349799591543,IG,True,Saliency_PTY'>
12,True,0.29370965845038177,IG,True,Saliency_PTY'>
13,True,-0.028676218018471186,IG,True,Saliency_PTY'>
14,True,0.05740550180278264,IG,True,Saliency_PTY'>
15,True,0.19748780030446625,IG,True,Saliency_PTY'>
16,True,-0.0797096986507035,IG,True,Saliency_PTY'>
17,True,0.06503263696612349,IG,True,Saliency_PTY'>
18,True,0.2359098404234344,IG,True,Saliency_PTY'>
19,True,-0.22300073498446873,IG,True,Saliency_PTY'>
