,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.027751360202499405,GRAD,False,Saliency_PTY'>
1,True,0.557180082151463,GRAD,False,Saliency_PTY'>
2,True,0.18718787028477063,GRAD,False,Saliency_PTY'>
3,True,0.5642442327277746,GRAD,False,Saliency_PTY'>
4,True,0.5502125622070012,GRAD,False,Saliency_PTY'>
5,True,0.14662848689982533,GRAD,False,Saliency_PTY'>
6,True,0.21115958458878778,GRAD,False,Saliency_PTY'>
7,True,0.4898716681352308,GRAD,False,Saliency_PTY'>
8,True,0.37792111452339255,GRAD,False,Saliency_PTY'>
9,True,0.014449922377182525,GRAD,False,Saliency_PTY'>
10,True,0.36425675017071185,GRAD,False,Saliency_PTY'>
11,True,0.4145679403657958,GRAD,False,Saliency_PTY'>
12,True,0.6199874910466043,GRAD,False,Saliency_PTY'>
13,True,0.5075523808713364,GRAD,False,Saliency_PTY'>
14,True,0.14945396282223478,GRAD,False,Saliency_PTY'>
15,True,0.5395129746234539,GRAD,False,Saliency_PTY'>
16,True,0.04726418499797089,GRAD,False,Saliency_PTY'>
17,True,0.3669396876679763,GRAD,False,Saliency_PTY'>
18,True,0.09979911050077389,GRAD,False,Saliency_PTY'>
19,True,0.5695023459835669,GRAD,False,Saliency_PTY'>
