,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.5500429390059942,IG,True,Saliency_PTY'>
1,True,0.591251300538079,IG,True,Saliency_PTY'>
2,True,-0.19266359365017216,IG,True,Saliency_PTY'>
3,True,-0.3800955815953878,IG,True,Saliency_PTY'>
4,True,0.20717790624068966,IG,True,Saliency_PTY'>
5,True,-0.21937848043397742,IG,True,Saliency_PTY'>
6,True,0.6911088139295369,IG,True,Saliency_PTY'>
7,True,0.5466142891331214,IG,True,Saliency_PTY'>
8,True,0.5298049022737162,IG,True,Saliency_PTY'>
9,True,0.7256169594616894,IG,True,Saliency_PTY'>
10,True,-0.16263959092922034,IG,True,Saliency_PTY'>
11,True,0.33102824942702724,IG,True,Saliency_PTY'>
12,True,0.08383619804551021,IG,True,Saliency_PTY'>
13,True,-0.12292437085127995,IG,True,Saliency_PTY'>
14,True,-0.3505739070256845,IG,True,Saliency_PTY'>
15,True,-0.12458056679319582,IG,True,Saliency_PTY'>
16,True,-0.15399467291018484,IG,True,Saliency_PTY'>
17,True,-0.15020711995715252,IG,True,Saliency_PTY'>
18,True,0.6341723012996351,IG,True,Saliency_PTY'>
19,True,0.5394946543667981,IG,True,Saliency_PTY'>
