,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.08650230078778791,FO,True,Saliency_PTY'>
1,True,0.45923875692819577,FO,True,Saliency_PTY'>
2,True,0.0017254079825610026,FO,True,Saliency_PTY'>
3,True,0.5326582962928709,FO,True,Saliency_PTY'>
4,True,0.06476800776450839,FO,True,Saliency_PTY'>
5,True,0.006145764890871153,FO,True,Saliency_PTY'>
6,True,0.30347165530437525,FO,True,Saliency_PTY'>
7,True,-0.05243620524309587,FO,True,Saliency_PTY'>
8,True,-0.20076723097742658,FO,True,Saliency_PTY'>
9,True,-0.21506381660681081,FO,True,Saliency_PTY'>
10,True,0.4289842513953109,FO,True,Saliency_PTY'>
11,True,0.4468016442094018,FO,True,Saliency_PTY'>
12,True,0.08507565560246048,FO,True,Saliency_PTY'>
13,True,-0.1563817299125249,FO,True,Saliency_PTY'>
14,True,0.33346662617776635,FO,True,Saliency_PTY'>
15,True,0.5160800269355603,FO,True,Saliency_PTY'>
16,True,0.2849797378553362,FO,True,Saliency_PTY'>
17,True,0.17941836130374875,FO,True,Saliency_PTY'>
18,True,-0.0444395817671,FO,True,Saliency_PTY'>
19,True,0.2379078172475066,FO,True,Saliency_PTY'>
