,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,-0.13231027428056202,authentic_opposing_information,100,TSEvo'>
1,True,0.018402764700577636,authentic_opposing_information,100,TSEvo'>
2,True,0.08863711918071716,authentic_opposing_information,100,TSEvo'>
3,True,-0.10450546763140901,authentic_opposing_information,100,TSEvo'>
4,True,-0.12265546907416376,authentic_opposing_information,100,TSEvo'>
5,True,-0.08285030465558993,authentic_opposing_information,100,TSEvo'>
6,True,0.08409521888617692,authentic_opposing_information,100,TSEvo'>
7,True,0.04373337350255578,authentic_opposing_information,100,TSEvo'>
8,True,0.04273920619832647,authentic_opposing_information,100,TSEvo'>
9,True,-0.019092170158754487,authentic_opposing_information,100,TSEvo'>
10,True,-0.08792702810924,authentic_opposing_information,100,TSEvo'>
11,True,-0.11870579493116376,authentic_opposing_information,100,TSEvo'>
12,True,0.006577849823922722,authentic_opposing_information,100,TSEvo'>
13,True,-0.17142861040127289,authentic_opposing_information,100,TSEvo'>
14,True,0.12525998261171387,authentic_opposing_information,100,TSEvo'>
15,True,-0.02514980362494407,authentic_opposing_information,100,TSEvo'>
16,True,-0.004802553971494243,authentic_opposing_information,100,TSEvo'>
17,True,0.006352611604658124,authentic_opposing_information,100,TSEvo'>
18,True,-0.01679392628835312,authentic_opposing_information,100,TSEvo'>
19,True,-0.13684881276032215,authentic_opposing_information,100,TSEvo'>
