,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.16534159137923085,FO,True,Saliency_PTY'>
1,True,0.05826391303715133,FO,True,Saliency_PTY'>
2,True,0.07786067506389928,FO,True,Saliency_PTY'>
3,True,-0.008056486965708239,FO,True,Saliency_PTY'>
4,True,0.12736139326768794,FO,True,Saliency_PTY'>
5,True,0.048511490073334614,FO,True,Saliency_PTY'>
6,True,0.28990441842312653,FO,True,Saliency_PTY'>
7,True,0.5973193613770171,FO,True,Saliency_PTY'>
8,True,-0.14042758701710506,FO,True,Saliency_PTY'>
9,True,-0.1954575823596968,FO,True,Saliency_PTY'>
10,True,0.3233152664104825,FO,True,Saliency_PTY'>
11,True,-0.15425841770492638,FO,True,Saliency_PTY'>
12,True,-0.2778710120376891,FO,True,Saliency_PTY'>
13,True,0.06727909201525464,FO,True,Saliency_PTY'>
14,True,-0.1772571435956274,FO,True,Saliency_PTY'>
15,True,-0.09137505132086408,FO,True,Saliency_PTY'>
16,True,0.13965099061787226,FO,True,Saliency_PTY'>
17,True,0.11749044446700496,FO,True,Saliency_PTY'>
18,True,-0.16830465774972428,FO,True,Saliency_PTY'>
19,True,-0.05787705700830961,FO,True,Saliency_PTY'>
