,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.22382131119656293,authentic_opposing_information,100,TSEvo'>
1,True,-0.03858229018247305,authentic_opposing_information,100,TSEvo'>
2,True,-0.23037333665220022,authentic_opposing_information,100,TSEvo'>
3,True,-0.017473418608635653,authentic_opposing_information,100,TSEvo'>
4,True,0.08558318603478922,authentic_opposing_information,100,TSEvo'>
5,True,-0.22201256988429852,authentic_opposing_information,100,TSEvo'>
6,True,0.10007939804979837,authentic_opposing_information,100,TSEvo'>
7,True,0.15616441946105414,authentic_opposing_information,100,TSEvo'>
8,True,-0.12590582301422917,authentic_opposing_information,100,TSEvo'>
9,True,0.0022735971278057925,authentic_opposing_information,100,TSEvo'>
10,True,-0.01490682303338773,authentic_opposing_information,100,TSEvo'>
11,True,-0.044428620012671415,authentic_opposing_information,100,TSEvo'>
12,True,0.05546155058070466,authentic_opposing_information,100,TSEvo'>
13,True,-0.01197650535979742,authentic_opposing_information,100,TSEvo'>
14,True,0.036908385221915196,authentic_opposing_information,100,TSEvo'>
15,True,0.15573743387558667,authentic_opposing_information,100,TSEvo'>
16,True,-0.14967457736867582,authentic_opposing_information,100,TSEvo'>
17,True,-0.15542662414224323,authentic_opposing_information,100,TSEvo'>
18,True,-0.09266714657792867,authentic_opposing_information,100,TSEvo'>
19,True,-0.06272394461656663,authentic_opposing_information,100,TSEvo'>
