,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.0859479722078391,authentic_opposing_information,100,TSEvo'>
1,True,0.171747867596004,authentic_opposing_information,100,TSEvo'>
2,True,,authentic_opposing_information,100,TSEvo'>
3,True,0.04112074702254737,authentic_opposing_information,100,TSEvo'>
4,True,,authentic_opposing_information,100,TSEvo'>
5,True,-0.10170896051938308,authentic_opposing_information,100,TSEvo'>
6,True,-0.0943953846301524,authentic_opposing_information,100,TSEvo'>
7,True,,authentic_opposing_information,100,TSEvo'>
8,True,0.08179521393725032,authentic_opposing_information,100,TSEvo'>
9,True,,authentic_opposing_information,100,TSEvo'>
10,True,,authentic_opposing_information,100,TSEvo'>
11,True,,authentic_opposing_information,100,TSEvo'>
12,True,0.12165150477828716,authentic_opposing_information,100,TSEvo'>
13,True,-0.06992069172843272,authentic_opposing_information,100,TSEvo'>
14,True,,authentic_opposing_information,100,TSEvo'>
15,True,,authentic_opposing_information,100,TSEvo'>
16,True,,authentic_opposing_information,100,TSEvo'>
17,True,-0.1382868015856664,authentic_opposing_information,100,TSEvo'>
18,True,0.12367396817495395,authentic_opposing_information,100,TSEvo'>
19,True,-0.16659000128808427,authentic_opposing_information,100,TSEvo'>
