,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.09780435661163323,authentic_opposing_information,100,TSEvo'>
1,True,0.12090184019636004,authentic_opposing_information,100,TSEvo'>
2,True,0.061115155100153126,authentic_opposing_information,100,TSEvo'>
3,True,0.0784623332379229,authentic_opposing_information,100,TSEvo'>
4,True,-0.05198974076356372,authentic_opposing_information,100,TSEvo'>
5,True,-0.06183936922697419,authentic_opposing_information,100,TSEvo'>
6,True,0.1852045137998287,authentic_opposing_information,100,TSEvo'>
7,True,-0.16550521519769085,authentic_opposing_information,100,TSEvo'>
8,True,-0.03339910938406237,authentic_opposing_information,100,TSEvo'>
9,True,0.06696613711255633,authentic_opposing_information,100,TSEvo'>
10,True,0.1497514286369087,authentic_opposing_information,100,TSEvo'>
11,True,-0.10757713948256041,authentic_opposing_information,100,TSEvo'>
12,True,-0.050293068071906206,authentic_opposing_information,100,TSEvo'>
13,True,-0.17098251024115874,authentic_opposing_information,100,TSEvo'>
14,True,0.09208742115099859,authentic_opposing_information,100,TSEvo'>
15,True,-0.12165117207777768,authentic_opposing_information,100,TSEvo'>
16,True,0.05834152554727639,authentic_opposing_information,100,TSEvo'>
17,True,0.10244202738081816,authentic_opposing_information,100,TSEvo'>
18,True,-0.11466322876386767,authentic_opposing_information,100,TSEvo'>
19,True,0.1152641658690222,authentic_opposing_information,100,TSEvo'>
